"Time stamp","Field total mass flow delivered | (kg/s)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field collector DNI-cosine product | (W/m2)","Field fraction of focused SCAs","Field optical efficiency before defocus","Resource Beam normal irradiance | (W/m2)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Receiver thermal power absorbed | (MWt)","Field piping thermal losses | (MWt)","Receiver thermal losses | (MWt)","Field thermal power leaving in HTF | (MWt)","Heat sink HTF inlet temp | (C)","Heat sink HTF outlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Receiver thermal power incident | (MWt)","TES charge mass flow rate | (kg/s)","TES charge thermal power | (MWt)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)"
"Nov 21, 03:00 pm",554.635,293,392.501,560.595,1,0.674563,829,325.3,219.977,136.687,0.389775,11.7018,135.657,392.501,293,554.635,148.389,0,0,0,0,0.883159,0.989604,1,47.4503
"Nov 21, 04:00 pm",389.188,293,392.451,481.962,1,0.571211,618,242.503,189.122,96.301,0.390585,11.7274,95.1402,392.451,293,389.188,108.028,0,0,0,0,0.940475,0.991631,0.793555,38.751
"Nov 21, 05:00 pm",204,293,371.437,207.402,1,0,238,93.3912,81.3847,-7.33038,0.330629,7.33038,38.8168,371.437,293,204,0,0,0,0,0,0.976595,0.993327,0,29.3738
"Nov 21, 06:00 pm",204,293,334.766,0,1,0,0,0,0,-6.39424,0.293371,6.39424,20.1958,334.766,293,204,0,0,0,0,0,1,1,0,0
"Nov 21, 07:00 pm",0,308.854,307.058,0,1,0,0,0,0,-6.48541,0.284976,6.48541,-0.863187,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 21, 08:00 pm",0,293.513,292.794,0,1,0,0,0,0,-6.64891,0.287547,6.64891,-0.338695,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 21, 09:00 pm",0,287.489,287.141,0,1,0,0,0,0,-6.4458,0.287663,6.4458,-0.163008,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 21, 10:00 pm",0,283.616,283.293,0,1,0,0,0,0,-6.17467,0.284499,6.17467,-0.150252,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 21, 11:00 pm",0,279.8,279.476,0,1,0,0,0,0,-5.92588,0.281028,5.92588,-0.150146,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 12:00 am",0,276.024,275.708,0,1,0,0,0,0,-5.70578,0.277773,5.70578,-0.145461,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 01:00 am",0,272.362,272.057,0,1,0,0,0,0,-5.4984,0.274354,5.4984,-0.140031,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 02:00 am",0,268.819,268.523,0,1,0,0,0,0,-5.30682,0.271156,5.30682,-0.134999,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 03:00 am",0,265.384,265.097,0,1,0,0,0,0,-5.12637,0.268063,5.12637,-0.130365,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 04:00 am",0,262.052,261.774,0,1,0,0,0,0,-4.95049,0.264868,4.95049,-0.125854,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 05:00 am",0,258.821,258.551,0,1,0,0,0,0,-4.78497,0.261776,4.78497,-0.121557,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 06:00 am",0,255.685,255.423,0,1,0,0,0,0,-4.62901,0.258671,4.62901,-0.117562,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 07:00 am",0,252.639,252.384,0,1,0,0,0,0,-4.48216,0.255655,4.48216,-0.11382,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 08:00 am",0,249.676,249.428,0,1,0,0,0,0,-4.34257,0.252618,4.34257,-0.110271,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 09:00 am",0,268.768,274.352,477.241,1,0.574555,615,241.326,187.269,98.6849,0.338352,8.91165,3.60322,393,293,0,107.597,0,0,0,0,0.938678,0.991559,0.799787,39.1041
"Nov 22, 10:00 am",374.003,296.347,353.164,509.052,1,0.673531,755,296.262,199.752,123.287,0.39196,11.2526,61.0439,365.125,293,374.003,134.539,0,0,0,0,0.881846,0.989562,1,47.6047
"Nov 22, 11:00 am",402.971,293,385.642,480.253,1,0.610824,837,328.439,188.451,103.538,0.390729,11.5726,91.3743,385.642,293,402.971,115.111,0,0,0,0,0.801647,0.987214,1,54.9858
"Nov 22, 12:00 pm",340.892,293,391.024,443.874,1,0.558043,868,340.603,174.176,85.5244,0.389601,11.6734,82.0646,391.024,293,340.892,97.1978,0,0,0,0,0.733707,0.985424,1,59.2445
"Nov 22, 01:00 pm",300.434,293,391.963,393.332,1,0.558785,768,301.363,154.343,74.5688,0.38869,11.6759,73.0607,391.963,293,300.434,86.2447,0,0,0,0,0.734664,0.985449,1,59.1928
"Nov 22, 02:00 pm",359.792,293,392.224,419.602,1,0.612167,729,286.06,164.652,89.0889,0.388631,11.7055,87.7408,392.224,293,359.792,100.794,0,0,0,0,0.803371,0.987261,1,54.8594
"Nov 22, 03:00 pm",204,293,391.913,233.735,1,0.673192,347,136.163,91.7175,50.1167,0.387777,11.6268,49.5829,391.913,293,204,61.7435,0,0,0,0,0.881414,0.989548,1,47.6555
"Nov 22, 04:00 pm",406.13,293,391.932,503.15,1,0.567212,647,253.883,197.436,100.263,0.389778,11.7247,98.731,391.932,293,406.13,111.988,0,0,0,0,0.939453,0.99159,0.78889,38.9527
"Nov 22, 05:00 pm",204,293,371.216,257.439,1,0,296,116.15,101.019,-7.327,0.329834,7.327,38.702,371.216,293,204,0,0,0,0,0,0.976026,0.993294,0,29.5732
"Nov 22, 06:00 pm",204,293,334.66,0,1,0,0,0,0,-6.39222,0.292617,6.39222,20.1434,334.66,293,204,0,0,0,0,0,1,1,0,0
"Nov 22, 07:00 pm",0,308.803,307.011,0,1,0,0,0,0,-6.47992,0.284135,6.47992,-0.861418,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 08:00 pm",0,293.492,292.775,0,1,0,0,0,0,-6.64541,0.286594,6.64541,-0.338112,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 09:00 pm",0,287.476,287.128,0,1,0,0,0,0,-6.44396,0.286597,6.44396,-0.162901,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 10:00 pm",0,283.605,283.282,0,1,0,0,0,0,-6.17247,0.28333,6.17247,-0.150143,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 22, 11:00 pm",0,279.792,279.468,0,1,0,0,0,0,-5.92572,0.279757,5.92572,-0.150041,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 12:00 am",0,276.019,275.703,0,1,0,0,0,0,-5.7044,0.2764,5.7044,-0.145336,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 01:00 am",0,272.36,272.054,0,1,0,0,0,0,-5.50129,0.273192,5.50129,-0.139995,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 02:00 am",0,268.817,268.521,0,1,0,0,0,0,-5.30518,0.270101,5.30518,-0.134921,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 03:00 am",0,265.385,265.098,0,1,0,0,0,0,-5.1262,0.267118,5.1262,-0.130261,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 04:00 am",0,262.055,261.777,0,1,0,0,0,0,-4.95126,0.264028,4.95126,-0.125816,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 05:00 am",0,258.825,258.555,0,1,0,0,0,0,-4.78513,0.260937,4.78513,-0.121513,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 06:00 am",0,255.69,255.428,0,1,0,0,0,0,-4.63135,0.257938,4.63135,-0.117556,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 07:00 am",0,252.643,252.388,0,1,0,0,0,0,-4.48302,0.254922,4.48302,-0.113806,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 08:00 am",0,249.681,249.434,0,1,0,0,0,0,-4.34336,0.251887,4.34336,-0.110226,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 09:00 am",0,269.007,274.643,487.307,1,0.56681,629,246.82,191.219,99.4148,0.338038,8.97023,3.66051,393,293,0,108.385,0,0,0,0,0.938083,0.991536,0.789525,39.2192
"Nov 23, 10:00 am",382.667,296.446,354.07,519.238,1,0.672669,772,302.933,203.749,125.712,0.391353,11.3435,63.3749,365.911,293,382.667,137.056,0,0,0,0,0.880748,0.989527,1,47.7328
"Nov 23, 11:00 am",411.23,293,386.201,490.484,1,0.609236,858,336.679,192.466,105.62,0.389971,11.6368,93.843,386.201,293,411.23,117.257,0,0,0,0,0.799608,0.987158,1,55.1339
"Nov 23, 12:00 pm",353.752,293,391.249,459.891,1,0.555496,904,354.73,180.461,88.5412,0.388677,11.7043,85.3677,391.249,293,353.752,100.246,0,0,0,0,0.73042,0.985341,1,59.4208
"Nov 23, 01:00 pm",349.711,293,392.156,451.645,1,0.555934,887,348.059,177.225,86.8165,0.387797,11.7092,85.2205,392.156,293,349.711,98.5257,0,0,0,0,0.730986,0.985355,1,59.3906
"Nov 23, 02:00 pm",447.856,293,392.422,511.395,1,0.609995,893,350.413,200.671,110.677,0.387434,11.7318,109.447,392.422,293,447.856,122.408,0,0,0,0,0.800582,0.987185,1,55.0633
"Nov 23, 03:00 pm",552.198,293,392.504,560.939,1,0.671827,836,328.046,220.113,136.137,0.387578,11.741,135.066,392.504,293,552.198,147.878,0,0,0,0,0.879676,0.989493,1,47.8573
"Nov 23, 04:00 pm",444.484,293,392.49,549.815,1,0.563462,709,278.212,215.747,109.834,0.38824,11.7314,108.702,392.49,293,444.484,121.566,0,0,0,0,0.938434,0.99155,0.784558,39.1515
"Nov 23, 05:00 pm",204,293,371.467,263.012,1,0,303,118.897,103.206,-7.31639,0.328192,7.31639,38.8324,371.467,293,204,0,0,0,0,0,0.975456,0.993262,0,29.77
"Nov 23, 06:00 pm",204,293,334.777,0,1,0,0,0,0,-6.38991,0.291375,6.38991,20.2016,334.777,293,204,0,0,0,0,0,1,1,0,0
"Nov 23, 07:00 pm",0,308.867,307.071,0,1,0,0,0,0,-6.48127,0.283309,6.48127,-0.862946,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 08:00 pm",0,293.531,292.813,0,1,0,0,0,0,-6.64582,0.286199,6.64582,-0.338547,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 09:00 pm",0,287.509,287.16,0,1,0,0,0,0,-6.45403,0.286729,6.45403,-0.16316,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 10:00 pm",0,283.629,283.305,0,1,0,0,0,0,-6.18783,0.283867,6.18783,-0.150622,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 23, 11:00 pm",0,279.803,279.477,0,1,0,0,0,0,-5.94247,0.2807,5.94247,-0.150568,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 12:00 am",0,276.017,275.7,0,1,0,0,0,0,-5.71854,0.277755,5.71854,-0.145788,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 01:00 am",0,272.347,272.04,0,1,0,0,0,0,-5.51464,0.274957,5.51464,-0.140415,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 02:00 am",0,268.792,268.495,0,1,0,0,0,0,-5.32367,0.272481,5.32367,-0.135509,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 03:00 am",0,265.343,265.054,0,1,0,0,0,0,-5.14485,0.270004,5.14485,-0.130949,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 04:00 am",0,261.994,261.715,0,1,0,0,0,0,-4.97089,0.267211,4.97089,-0.126508,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 05:00 am",0,258.745,258.474,0,1,0,0,0,0,-4.80825,0.264518,4.80825,-0.122296,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 06:00 am",0,255.589,255.326,0,1,0,0,0,0,-4.65215,0.261708,4.65215,-0.118321,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 07:00 am",0,252.523,252.266,0,1,0,0,0,0,-4.50374,0.258989,4.50374,-0.114534,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 08:00 am",0,249.541,249.292,0,1,0,0,0,0,-4.36352,0.256038,4.36352,-0.110954,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 09:00 am",0,267.116,272.361,467.991,1,0.559153,605,237.402,183.64,93.836,0.339282,8.84667,3.24345,393,293,0,102.683,0,0,0,0,0.937522,0.991513,0.779343,39.3273
"Nov 24, 10:00 am",304.65,300.945,349.626,499.052,1,0.672657,742,291.161,195.828,120.248,0.396936,11.4785,52.886,372.433,293,304.65,131.726,0,0,0,0,0.880733,0.989526,1,47.7333
"Nov 24, 11:00 am",374.1,293,385.017,450.587,1,0.607712,791,310.388,176.81,95.7499,0.395561,11.6998,84.2225,385.017,293,374.1,107.45,0,0,0,0,0.797651,0.987105,1,55.2747
"Nov 24, 12:00 pm",245.951,293,390.539,340.66,1,0.553016,673,264.085,133.675,62.1526,0.394436,11.7717,58.8985,390.539,293,245.951,73.9243,0,0,0,0,0.727219,0.985259,1,59.5902
"Nov 24, 01:00 pm",204,293,377.04,86.0697,1,0.553125,170,66.708,33.7737,10.1509,0.351798,8.53024,41.7365,377.04,293,204,18.6811,0,0,0,0,0.72736,0.985263,1,59.5828
"Nov 24, 02:00 pm",294.889,293,373.98,413.682,1,0.60784,726,284.882,162.329,86.7681,0.386603,11.902,58.0227,373.98,293,294.889,98.67,0,0,0,0,0.797815,0.987109,1,55.263
"Nov 24, 03:00 pm",309.39,293,384.867,329.526,1,0.670469,493,193.453,129.306,74.9448,0.394103,11.7508,69.534,384.867,293,309.39,86.6956,0,0,0,0,0.877947,0.989438,1,48.0556
"Nov 24, 04:00 pm",330.451,293,390.212,424.551,1,0.559963,549,215.428,166.594,81.5349,0.394679,11.7515,78.8518,390.212,293,330.451,93.2864,0,0,0,0,0.937418,0.991509,0.780562,39.3473
"Nov 24, 05:00 pm",204,293,370.584,116.089,1,0,134,52.5816,45.5535,-7.35817,0.334771,7.35817,38.3742,370.584,293,204,0,0,0,0,0,0.974888,0.99323,0,29.9641
"Nov 24, 06:00 pm",204,293,334.349,0,1,0,0,0,0,-6.42305,0.297692,6.42305,19.9891,334.349,293,204,0,0,0,0,0,1,1,0,0
"Nov 24, 07:00 pm",0,308.61,306.824,0,1,0,0,0,0,-6.50641,0.289299,6.50641,-0.858507,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 08:00 pm",0,293.337,292.62,0,1,0,0,0,0,-6.66377,0.291713,6.66377,-0.337843,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 09:00 pm",0,287.314,286.964,0,1,0,0,0,0,-6.4623,0.291781,6.4623,-0.163621,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 10:00 pm",0,283.421,283.097,0,1,0,0,0,0,-6.19179,0.288488,6.19179,-0.150981,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 24, 11:00 pm",0,279.586,279.26,0,1,0,0,0,0,-5.94702,0.284995,5.94702,-0.1509,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 12:00 am",0,275.79,275.472,0,1,0,0,0,0,-5.72603,0.281614,5.72603,-0.146199,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 01:00 am",0,272.108,271.801,0,1,0,0,0,0,-5.51935,0.278069,5.51935,-0.140731,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 02:00 am",0,268.547,268.25,0,1,0,0,0,0,-5.32164,0.274541,5.32164,-0.135536,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 03:00 am",0,265.099,264.811,0,1,0,0,0,0,-5.13745,0.271124,5.13745,-0.130729,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 04:00 am",0,261.757,261.478,0,1,0,0,0,0,-4.96169,0.267812,4.96169,-0.126218,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 05:00 am",0,258.515,258.244,0,1,0,0,0,0,-4.79303,0.264499,4.79303,-0.121881,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 06:00 am",0,255.369,255.106,0,1,0,0,0,0,-4.64137,0.261381,4.64137,-0.117954,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 07:00 am",0,252.311,252.055,0,1,0,0,0,0,-4.49205,0.258246,4.49205,-0.114213,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 08:00 am",0,249.338,249.089,0,1,0,0,0,0,-4.34898,0.255203,4.34898,-0.110538,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 09:00 am",0,266.564,271.729,468.859,1,0.551589,607,238.187,183.98,92.7046,0.337128,8.7769,3.15933,393,293,0,101.481,0,0,0,0,0.936994,0.991493,0.769249,39.4283
"Nov 25, 10:00 am",315.463,300.648,349.595,513.392,1,0.671882,765,300.186,201.455,123.918,0.394768,11.437,55.025,372.618,293,315.463,135.355,0,0,0,0,0.879747,0.989495,1,47.8476
"Nov 25, 11:00 am",402.329,293,385.427,480.297,1,0.606254,846,331.97,188.468,102.594,0.392877,11.6662,91.0044,385.427,293,402.329,114.26,0,0,0,0,0.795779,0.987054,1,55.4082
"Nov 25, 12:00 pm",337.064,293,390.757,442.277,1,0.550607,878,344.527,173.549,83.8596,0.391106,11.6979,80.9081,390.757,293,337.064,95.5575,0,0,0,0,0.724109,0.985181,1,59.7528
"Nov 25, 01:00 pm",241.465,293,391.606,332.802,1,0.550361,661,259.376,130.591,60.157,0.390252,11.7153,58.4952,391.606,293,241.465,71.8724,0,0,0,0,0.723791,0.985173,1,59.7693
"Nov 25, 02:00 pm",414.922,293,392.11,480.822,1,0.605704,848,332.755,188.675,102.527,0.390412,11.7538,101.062,392.11,293,414.922,114.281,0,0,0,0,0.795072,0.987034,1,55.4582
"Nov 25, 03:00 pm",398.702,293,392.245,418.836,1,0.66912,629,246.82,164.351,98.2309,0.390255,11.7399,97.2512,392.245,293,398.702,109.971,0,0,0,0,0.876228,0.989384,1,48.2504
"Nov 25, 04:00 pm",381.522,293,392.276,485.843,1,0.556715,630,247.212,190.645,94.3743,0.391158,11.7606,93.0919,392.276,293,381.522,106.135,0,0,0,0,0.936406,0.991469,0.776905,39.54
"Nov 25, 05:00 pm",204,293,371.361,240.377,1,0,278,109.087,94.324,-7.34511,0.331237,7.34511,38.7773,371.361,293,204,0,0,0,0,0,0.97432,0.993199,0,30.1555
"Nov 25, 06:00 pm",204,293,334.721,0,1,0,0,0,0,-6.40399,0.294083,6.40399,20.1735,334.721,293,204,0,0,0,0,0,1,1,0,0
"Nov 25, 07:00 pm",0,308.82,307.025,0,1,0,0,0,0,-6.49268,0.285583,6.49268,-0.862866,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 08:00 pm",0,293.482,292.763,0,1,0,0,0,0,-6.66074,0.288143,6.66074,-0.338827,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 09:00 pm",0,287.452,287.103,0,1,0,0,0,0,-6.45346,0.288249,6.45346,-0.163254,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 10:00 pm",0,283.574,283.25,0,1,0,0,0,0,-6.18042,0.284978,6.18042,-0.150384,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 25, 11:00 pm",0,279.754,279.429,0,1,0,0,0,0,-5.93479,0.2815,5.93479,-0.150347,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 12:00 am",0,275.972,275.656,0,1,0,0,0,0,-5.71455,0.278132,5.71455,-0.1457,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 01:00 am",0,272.304,271.997,0,1,0,0,0,0,-5.50854,0.275126,5.50854,-0.140306,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 02:00 am",0,268.753,268.456,0,1,0,0,0,0,-5.31363,0.272238,5.31363,-0.135241,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 03:00 am",0,265.312,265.024,0,1,0,0,0,0,-5.13423,0.269454,5.13423,-0.130615,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 04:00 am",0,261.972,261.693,0,1,0,0,0,0,-4.95894,0.266355,4.95894,-0.126154,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 05:00 am",0,258.733,258.462,0,1,0,0,0,0,-4.79378,0.263464,4.79378,-0.121876,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 06:00 am",0,255.588,255.326,0,1,0,0,0,0,-4.63701,0.260457,4.63701,-0.117866,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 07:00 am",0,252.533,252.278,0,1,0,0,0,0,-4.49077,0.257642,4.49077,-0.114137,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 08:00 am",0,249.562,249.313,0,1,0,0,0,0,-4.35037,0.254596,4.35037,-0.110581,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 09:00 am",0,267.384,272.685,484.426,1,0.544123,628,246.427,190.089,94.6382,0.337921,8.79335,3.29967,393,293,0,103.432,0,0,0,0,0.9365,0.991473,0.759252,39.5222
"Nov 26, 10:00 am",380.836,295.786,351.646,524.52,1,0.670345,785,308.034,205.822,126.775,0.393647,11.1969,61.0467,364.117,293,380.836,137.972,0,0,0,0,0.877789,0.989433,1,48.0734
"Nov 26, 11:00 am",405.145,293,385.512,488.384,1,0.604866,863,338.641,191.642,104.379,0.392873,11.539,91.7307,385.512,293,405.145,115.918,0,0,0,0,0.793995,0.987005,1,55.5342
"Nov 26, 12:00 pm",341.203,293,391.025,452.248,1,0.548274,902,353.945,177.462,85.6514,0.39171,11.6464,82.1404,391.025,293,341.203,97.2979,0,0,0,0,0.721097,0.985105,1,59.9084
"Nov 26, 01:00 pm",335.672,293,392.095,442.667,1,0.547645,884,346.882,173.702,83.4508,0.390753,11.6764,81.7457,392.095,293,335.672,95.1272,0,0,0,0,0.720284,0.985084,1,59.9501
"Nov 26, 02:00 pm",281.853,293,392.273,344.764,1,0.603591,611,239.756,135.285,69.9883,0.390359,11.6688,68.7701,392.273,293,281.853,81.657,0,0,0,0,0.792356,0.986961,1,55.6489
"Nov 26, 03:00 pm",513,293,392.548,528.717,1,0.667781,797,312.743,207.468,126.853,0.391051,11.6904,125.536,392.548,293,513,138.543,0,0,0,0,0.874521,0.989331,1,48.4416
"Nov 26, 04:00 pm",404.445,293,392.497,512.969,1,0.553721,667,261.731,201.289,99.7959,0.391466,11.6621,98.9188,392.497,293,404.445,111.458,0,0,0,0,0.9354,0.99143,0.773589,39.7297
"Nov 26, 05:00 pm",204,293,371.393,157.931,1,0,183,71.8092,61.972,-7.31044,0.331511,7.31044,38.7942,371.393,293,204,0,0,0,0,0,0.973754,0.993167,0,30.3439
"Nov 26, 06:00 pm",204,293,334.726,0,1,0,0,0,0,-6.3855,0.294517,6.3855,20.1762,334.726,293,204,0,0,0,0,0,1,1,0,0
"Nov 26, 07:00 pm",0,308.833,307.039,0,1,0,0,0,0,-6.47418,0.286246,6.47418,-0.862363,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 08:00 pm",0,293.507,292.789,0,1,0,0,0,0,-6.63878,0.288924,6.63878,-0.33834,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 09:00 pm",0,287.489,287.141,0,1,0,0,0,0,-6.43345,0.289145,6.43345,-0.162847,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 10:00 pm",0,283.618,283.295,0,1,0,0,0,0,-6.16995,0.286188,6.16995,-0.150279,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 26, 11:00 pm",0,279.8,279.475,0,1,0,0,0,0,-5.92342,0.282815,5.92342,-0.150305,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 12:00 am",0,276.021,275.705,0,1,0,0,0,0,-5.70241,0.279665,5.70241,-0.145568,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 01:00 am",0,272.356,272.05,0,1,0,0,0,0,-5.49927,0.276556,5.49927,-0.140216,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 02:00 am",0,268.806,268.51,0,1,0,0,0,0,-5.30848,0.27356,5.30848,-0.135262,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 03:00 am",0,265.365,265.077,0,1,0,0,0,0,-5.1276,0.270566,5.1276,-0.130602,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 04:00 am",0,262.026,261.747,0,1,0,0,0,0,-4.9559,0.267467,4.9559,-0.126167,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 05:00 am",0,258.785,258.514,0,1,0,0,0,0,-4.79471,0.264465,4.79471,-0.122008,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 06:00 am",0,255.636,255.373,0,1,0,0,0,0,-4.64113,0.261555,4.64113,-0.118085,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 07:00 am",0,252.575,252.319,0,1,0,0,0,0,-4.49565,0.258628,4.49565,-0.114361,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 08:00 am",0,249.598,249.349,0,1,0,0,0,0,-4.35622,0.255577,4.35622,-0.110795,393,293,0,0,0,0,0,0,0,0,0,0
"Nov 27, 09:00 am",0,264.746,269.429,448.381,1,0.53676,582,228.377,175.945,85.9123,0.333571,8.52777,2.68761,393,293,0,94.4401,0,0,0,0,0.936041,0.991455,0.74936,39.609
"Nov 27, 10:00 am",297.988,298.869,345.062,501.318,1,0.67047,750,294.3,196.717,120.675,0.394288,11.2191,48.9452,369.87,293,297.988,131.894,0,0,0,0,0.877947,0.989438,1,48.0541
"Nov 27, 11:00 am",389.765,293,383.947,473.37,1,0.603548,839,329.224,185.75,100.543,0.394128,11.566,86.6705,383.947,293,389.765,112.109,0,0,0,0,0.792302,0.98696,1,55.6528
"Nov 27, 12:00 pm",330.193,293,390.467,439.241,1,0.546021,880,345.312,172.358,82.4787,0.392488,11.6324,79.0102,390.467,293,330.193,94.1111,0,0,0,0,0.718186,0.985031,1,60.0571
