"Time stamp","Field total mass flow delivered | (kg/s)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field collector DNI-cosine product | (W/m2)","Field fraction of focused SCAs","Field optical efficiency before defocus","Resource Beam normal irradiance | (W/m2)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Receiver thermal power absorbed | (MWt)","Field piping thermal losses | (MWt)","Receiver thermal losses | (MWt)","Field thermal power leaving in HTF | (MWt)","Heat sink HTF inlet temp | (C)","Heat sink HTF outlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Receiver thermal power incident | (MWt)","TES charge mass flow rate | (kg/s)","TES charge thermal power | (MWt)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)"
"Jul 11, 09:00 pm",204,293,334.956,0,1,0,0,0,0,-6.28837,0.279759,6.28837,20.2903,334.956,293,204,0,0,0,0,0,1,1,0,0
"Jul 11, 10:00 pm",0,309.112,307.32,0,1,0,0,0,0,-6.38806,0.272117,6.38806,-0.861478,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 11, 11:00 pm",0,293.816,293.102,0,1,0,0,0,0,-6.56506,0.275374,6.56506,-0.336816,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 12:00 am",0,287.847,287.503,0,1,0,0,0,0,-6.37603,0.276295,6.37603,-0.160845,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 01:00 am",0,284.03,283.712,0,1,0,0,0,0,-6.10707,0.273193,6.10707,-0.148078,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 02:00 am",0,280.269,279.948,0,1,0,0,0,0,-5.87713,0.269874,5.87713,-0.148334,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 03:00 am",0,276.538,276.225,0,1,0,0,0,0,-5.66313,0.266449,5.66313,-0.143912,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 04:00 am",0,272.918,272.616,0,1,0,0,0,0,-5.4582,0.263182,5.4582,-0.138462,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 05:00 am",0,269.419,269.128,0,1,0,0,0,0,-5.25865,0.259935,5.25865,-0.133207,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 06:00 am",0,266.037,265.754,0,1,0,0,0,0,-5.07203,0.25659,5.07203,-0.12833,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 07:00 am",0,289.495,296.045,510.729,1,0.611138,529,207.58,200.41,112.004,0.349333,10.4743,4.85741,393,293,0,122.478,0,0,0,0,1,0.996184,0.794837,15.1026
"Jul 12, 08:00 am",824.585,293,377.944,714.63,1,0.770622,719,282.136,280.421,204.567,0.381453,11.5316,170.613,377.944,293,824.585,216.098,0,0,0,0,1,0.998434,1,6.32002
"Jul 12, 09:00 am",909.506,293,392.214,778.692,1,0.771523,779,305.68,305.559,224.12,0.378706,11.6254,221.773,392.214,293,909.506,235.746,0,0,0,0,1,0.999602,1,1.61199
"Jul 12, 10:00 am",969.035,293,392.489,826.217,1,0.770235,835,327.654,324.208,238.063,0.376736,11.6533,236.984,392.489,293,969.035,249.716,0,0,0,0,1,0.997933,1,8.31746
"Jul 12, 11:00 am",947.216,293,392.488,809.394,1,0.769233,832,326.477,317.606,232.671,0.375033,11.6422,231.646,392.488,293,947.216,244.313,0,0,0,0,1,0.996635,1,13.3867
"Jul 12, 12:00 pm",643.207,293,392.516,564.011,1,0.768613,588,230.731,221.318,158.498,0.37388,11.6102,157.346,392.516,293,643.207,170.108,0,0,0,0,1,0.995832,1,16.4227
"Jul 12, 01:00 pm",411.043,293,392.476,375.518,1,0.767936,393,154.213,147.353,101.595,0.372981,11.563,100.509,392.476,293,411.043,113.158,0,0,0,0,0.999316,0.995635,1,17.1536
"Jul 12, 02:00 pm",218.836,293,392.385,219.678,1,0.768798,228,89.4672,86.2015,54.7251,0.372465,11.5464,53.458,392.385,293,218.836,66.2715,0,0,0,0,1,0.996071,1,15.5283
"Jul 12, 03:00 pm",204,293,390.392,187.045,1,0.769574,191,74.9484,73.3965,45.3971,0.366766,11.0869,48.7738,390.392,293,204,56.484,0,0,0,0,1,0.997077,1,11.68
"Jul 12, 04:00 pm",316.495,293,389.955,301.371,1,0.770694,303,118.897,118.258,79.6026,0.37185,11.5382,75.3097,389.955,293,316.495,91.1408,0,0,0,0,1,0.998528,1,5.94351
"Jul 12, 05:00 pm",611.788,293,391.913,535.868,1,0.771588,536,210.326,210.275,150.66,0.373436,11.5853,148.698,391.913,293,611.788,162.245,0,0,0,0,1,0.999686,1,1.27071
"Jul 12, 06:00 pm",204,293,387.183,154.818,1,0.769992,157,61.6068,60.7506,36.4875,0.358757,10.29,47.0723,387.183,293,204,46.7775,0,0,0,0,1,0.997618,1,9.56322
"Jul 12, 07:00 pm",323.645,293,386.13,536.521,1,0.455631,566,222.098,210.531,84.3361,0.372655,11.5883,73.7965,386.13,293,323.645,95.9244,0,0,0,0,0.99776,0.995248,0.594475,18.5733
"Jul 12, 08:00 pm",204,293,368.758,91.8885,1,0,104,40.8096,36.057,-7.246,0.31603,7.246,37.4282,368.758,293,204,0,0,0,0,0,0.980508,0.993558,0,27.9273
"Jul 12, 09:00 pm",204,293,334.05,0,1,0,0,0,0,-6.29531,0.27958,6.29531,19.8408,334.05,293,204,0,0,0,0,0,1,1,0,0
"Jul 12, 10:00 pm",0,308.797,307.029,0,1,0,0,0,0,-6.38537,0.271627,6.38537,-0.849783,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 12, 11:00 pm",0,293.664,292.955,0,1,0,0,0,0,-6.54526,0.274868,6.54526,-0.33437,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 12:00 am",0,287.728,287.386,0,1,0,0,0,0,-6.35576,0.275762,6.35576,-0.160308,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 01:00 am",0,283.921,283.604,0,1,0,0,0,0,-6.09113,0.272875,6.09113,-0.147746,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 02:00 am",0,280.168,279.849,0,1,0,0,0,0,-5.85854,0.269779,5.85854,-0.147941,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 03:00 am",0,276.448,276.137,0,1,0,0,0,0,-5.64075,0.266476,5.64075,-0.143383,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 04:00 am",0,272.841,272.541,0,1,0,0,0,0,-5.43859,0.263221,5.43859,-0.137981,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 05:00 am",0,269.352,269.061,0,1,0,0,0,0,-5.2485,0.260079,5.2485,-0.133005,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 06:00 am",0,265.971,265.689,0,1,0,0,0,0,-5.07016,0.256728,5.07016,-0.128388,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 07:00 am",116.571,286.925,301.918,572.937,1,0.633741,593,232.693,224.82,131.897,0.35352,10.5907,19.8472,385.277,293,116.571,142.487,0,0,0,0,1,0.996225,0.824196,14.9459
"Jul 13, 08:00 am",870.862,293,383.063,767.45,1,0.77064,772,302.933,301.147,220.474,0.3806,11.6023,191.662,383.063,293,870.862,232.076,0,0,0,0,1,0.998458,1,6.22357
"Jul 13, 09:00 am",975.235,293,392.28,853.616,0.974475,0.771503,854,335.11,334.959,240.123,0.378629,11.702,237.969,392.28,293,975.235,251.825,0,0,0,0,1,0.999576,1,1.71843
"Jul 13, 10:00 am",972.956,293,392.498,884.328,0.938104,0.770212,894,350.806,347.01,239.033,0.376635,11.6958,237.967,392.498,293,972.956,250.729,0,0,0,0,1,0.997903,1,8.43565
"Jul 13, 11:00 am",972.921,293,392.502,884.793,0.938638,0.769207,910,357.084,347.193,238.997,0.37484,11.6783,237.967,392.502,293,972.921,250.676,0,0,0,0,1,0.9966,1,13.5171
"Jul 13, 12:00 pm",972.914,293,392.502,900.037,0.923468,0.7685,939,368.464,353.175,238.991,0.373361,11.6519,237.966,392.502,293,972.914,250.643,0,0,0,0,0.99989,0.995794,1,16.5632
"Jul 13, 01:00 pm",972.91,293,392.503,905.121,0.919092,0.767793,948,371.995,355.17,238.987,0.372305,11.6462,237.966,392.503,293,972.91,250.633,0,0,0,0,0.999169,0.995596,1,17.2983
"Jul 13, 02:00 pm",972.907,293,392.503,906.01,0.916879,0.768768,941,369.248,355.518,238.984,0.37146,11.6096,237.966,392.503,293,972.907,250.593,0,0,0,0,1,0.996032,1,15.6736
"Jul 13, 03:00 pm",972.906,293,392.503,904.394,0.917569,0.769545,924,362.578,354.884,238.983,0.371037,11.6051,237.966,392.503,293,972.906,250.588,0,0,0,0,1,0.997039,1,11.8242
"Jul 13, 04:00 pm",972.906,293,392.503,895.925,0.924919,0.770667,901,353.552,351.561,238.983,0.371037,11.6117,237.966,392.503,293,972.906,250.594,0,0,0,0,1,0.998493,1,6.08411
"Jul 13, 05:00 pm",972.917,293,392.503,859.831,0.96258,0.771614,860,337.464,337.398,238.986,0.37146,11.6129,237.969,392.503,293,972.917,250.599,0,0,0,0,1,0.99972,1,1.13488
"Jul 13, 06:00 pm",901.426,293,392.488,771.428,1,0.770017,782,306.857,302.708,221.466,0.372386,11.6249,220.448,392.488,293,901.426,233.091,0,0,0,0,1,0.997651,1,9.43206
"Jul 13, 07:00 pm",367.125,293,392.435,576.763,1,0.452923,608,238.579,226.322,90.945,0.373551,11.5614,89.7309,392.435,293,367.125,102.506,0,0,0,0,0.99791,0.995283,0.590832,18.4457
"Jul 13, 08:00 pm",204,293,371.501,178.682,1,0,202,79.2648,70.1149,-7.20447,0.31408,7.20447,38.8499,371.501,293,204,0,0,0,0,0,0.98083,0.993578,0,27.8019
"Jul 13, 09:00 pm",204,293,334.957,0,1,0,0,0,0,-6.27954,0.278405,6.27954,20.2908,334.957,293,204,0,0,0,0,0,1,1,0,0
"Jul 13, 10:00 pm",0,309.122,307.331,0,1,0,0,0,0,-6.38549,0.271397,6.38549,-0.861224,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 13, 11:00 pm",0,293.828,293.114,0,1,0,0,0,0,-6.57119,0.275379,6.57119,-0.337034,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 12:00 am",0,287.852,287.507,0,1,0,0,0,0,-6.38268,0.276922,6.38268,-0.161168,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 01:00 am",0,284.027,283.708,0,1,0,0,0,0,-6.11462,0.274656,6.11462,-0.1484,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 02:00 am",0,280.257,279.936,0,1,0,0,0,0,-5.883,0.272277,5.883,-0.148679,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 03:00 am",0,276.516,276.202,0,1,0,0,0,0,-5.6755,0.269362,5.6755,-0.144429,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 04:00 am",0,272.881,272.577,0,1,0,0,0,0,-5.4731,0.266601,5.4731,-0.139126,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 05:00 am",0,269.363,269.069,0,1,0,0,0,0,-5.28283,0.263643,5.28283,-0.134071,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 06:00 am",0,265.956,265.671,0,1,0,0,0,0,-5.10031,0.260268,5.10031,-0.129322,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 07:00 am",115.979,286.692,301.524,573.187,1,0.629947,593,232.693,224.919,131.084,0.357101,10.613,19.5139,385.173,293,115.979,141.697,0,0,0,0,1,0.99625,0.819242,14.8517
"Jul 14, 08:00 am",870.255,293,382.894,767.599,1,0.77066,772,302.933,301.206,220.469,0.384713,11.6582,191.149,382.894,293,870.255,232.127,0,0,0,0,1,0.998483,1,6.12107
"Jul 14, 09:00 am",975.299,293,392.274,853.564,0.974941,0.771482,854,335.11,334.938,240.169,0.383065,11.7548,237.969,392.274,293,975.299,251.924,0,0,0,0,1,0.999548,1,1.83109
"Jul 14, 10:00 am",972.972,293,392.497,884.041,0.938715,0.770187,894,350.806,346.898,239.05,0.381282,11.7528,237.967,392.497,293,972.972,250.802,0,0,0,0,1,0.997871,1,8.56026
"Jul 14, 11:00 am",972.937,293,392.5,884.282,0.939533,0.769179,910,357.084,346.992,239.014,0.379698,11.7466,237.967,392.5,293,972.937,250.761,0,0,0,0,1,0.996565,1,13.654
"Jul 14, 12:00 pm",972.931,293,392.501,899.347,0.924677,0.768362,939,368.464,352.904,239.008,0.378431,11.7252,237.966,392.501,293,972.931,250.734,0,0,0,0,0.999751,0.995755,1,16.7103
"Jul 14, 01:00 pm",972.927,293,392.501,904.375,0.920307,0.767641,948,371.995,354.877,239.005,0.37748,11.7035,237.966,392.501,293,972.927,250.708,0,0,0,0,0.999013,0.995555,1,17.4494
"Jul 14, 02:00 pm",972.925,293,392.501,905.337,0.917995,0.768737,941,369.248,355.254,239.003,0.376846,11.699,237.966,392.501,293,972.925,250.702,0,0,0,0,1,0.995992,1,15.8247
"Jul 14, 03:00 pm",972.924,293,392.501,903.897,0.918463,0.769516,924,362.578,354.689,239.001,0.37653,11.6832,237.966,392.501,293,972.924,250.684,0,0,0,0,1,0.997001,1,11.9735
"Jul 14, 04:00 pm",972.924,293,392.501,895.68,0.925562,0.770639,901,353.552,351.465,239.002,0.37653,11.6892,237.966,392.501,293,972.924,250.691,0,0,0,0,1,0.998456,1,6.22931
"Jul 14, 05:00 pm",972.935,293,392.501,859.87,0.962888,0.771641,860,337.464,337.413,239.005,0.377058,11.6938,237.969,392.501,293,972.935,250.699,0,0,0,0,1,0.999754,1,0.994945
"Jul 14, 06:00 pm",901.466,293,392.486,771.727,1,0.770044,782,306.857,302.826,221.49,0.377984,11.6992,220.453,392.486,293,901.466,233.189,0,0,0,0,1,0.997685,1,9.2972
"Jul 14, 07:00 pm",364.391,293,392.433,577.202,1,0.450004,608,238.579,226.494,90.297,0.379038,11.6262,89.0609,392.433,293,364.391,101.923,0,0,0,0,0.998062,0.995319,0.586914,18.3147
"Jul 14, 08:00 pm",204,293,371.481,178.893,1,0,202,79.2648,70.1977,-7.2402,0.319408,7.2402,38.8398,371.481,293,204,0,0,0,0,0,0.981156,0.993598,0,27.6734
"Jul 14, 09:00 pm",204,293,334.902,0,1,0,0,0,0,-6.32243,0.283473,6.32243,20.2637,334.902,293,204,0,0,0,0,0,1,1,0,0
"Jul 14, 10:00 pm",0,309.039,307.246,0,1,0,0,0,0,-6.42087,0.276238,6.42087,-0.862154,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 14, 11:00 pm",0,293.723,293.006,0,1,0,0,0,0,-6.60291,0.279989,6.60291,-0.337843,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 12:00 am",0,287.725,287.379,0,1,0,0,0,0,-6.40607,0.281301,6.40607,-0.161935,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 01:00 am",0,283.881,283.561,0,1,0,0,0,0,-6.13774,0.278487,6.13774,-0.149112,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 02:00 am",0,280.094,279.772,0,1,0,0,0,0,-5.89688,0.275569,5.89688,-0.149177,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 03:00 am",0,276.343,276.03,0,1,0,0,0,0,-5.67672,0.272235,5.67672,-0.144537,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 04:00 am",0,272.707,272.403,0,1,0,0,0,0,-5.47269,0.269159,5.47269,-0.139137,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 05:00 am",0,269.188,268.894,0,1,0,0,0,0,-5.27821,0.265988,5.27821,-0.134071,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 06:00 am",0,265.779,265.495,0,1,0,0,0,0,-5.09893,0.262609,5.09893,-0.129396,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 07:00 am",0,284.165,289.623,454.37,1,0.597474,470,184.428,178.295,95.9359,0.346842,10.5906,3.55995,393,293,0,106.527,0,0,0,0,1,0.996259,0.777007,14.8174
"Jul 15, 08:00 am",742.676,293,371.947,666.314,1,0.770681,670,262.908,261.462,190.037,0.387775,11.4666,142.281,371.947,293,742.676,201.504,0,0,0,0,1,0.998511,1,6.01252
"Jul 15, 09:00 am",896.663,293,391.744,770.554,1,0.771459,771,302.54,302.365,221.63,0.38587,11.6318,217.542,391.744,293,896.663,233.262,0,0,0,0,1,0.999519,1,1.94996
"Jul 15, 10:00 am",955.463,293,392.472,815.526,1,0.770162,825,323.73,320.013,234.785,0.384012,11.6762,233.622,392.472,293,955.463,246.462,0,0,0,0,1,0.997838,1,8.69126
"Jul 15, 11:00 am",972.983,293,392.495,835.185,0.994493,0.76915,860,337.464,327.726,239.034,0.382443,11.6491,237.966,392.495,293,972.983,250.683,0,0,0,0,1,0.996527,1,13.7974
"Jul 15, 12:00 pm",972.953,293,392.499,838.329,0.99184,0.768217,876,343.742,328.96,239.02,0.381176,11.6303,237.968,392.499,293,972.953,250.651,0,0,0,0,0.999603,0.995713,1,16.8639
"Jul 15, 01:00 pm",970.368,293,392.498,830.198,1,0.767481,871,341.78,325.77,238.38,0.380118,11.6418,237.333,392.498,293,970.368,250.022,0,0,0,0,0.998847,0.995512,1,17.6068
"Jul 15, 02:00 pm",879.026,293,392.491,754.66,1,0.768705,785,308.034,296.129,216.033,0.379468,11.6021,214.977,392.491,293,879.026,227.635,0,0,0,0,1,0.99595,1,15.9815
"Jul 15, 03:00 pm",972.624,293,392.498,842.761,0.984706,0.769485,862,338.249,330.699,238.922,0.379064,11.6542,237.884,392.498,293,972.624,250.576,0,0,0,0,1,0.996961,1,12.1279
"Jul 15, 04:00 pm",686.289,293,392.411,596.285,1,0.77061,600,235.44,233.982,168.696,0.379012,11.6129,167.696,392.411,293,686.289,180.309,0,0,0,0,1,0.998419,1,6.37903
"Jul 15, 05:00 pm",674.229,293,392.399,585.935,1,0.771668,586,229.946,229.921,165.823,0.379473,11.6001,164.729,392.399,293,674.229,177.423,0,0,0,0,1,0.99979,1,0.850994
"Jul 15, 06:00 pm",204,293,379.86,82.9291,1,0.770071,84,32.9616,32.5414,16.2434,0.344118,8.81576,43.2135,379.86,293,204,25.0592,0,0,0,0,1,0.99772,1,9.15871
"Jul 15, 07:00 pm",204,293,349.75,0,1,0.446875,0,0,0,-6.68193,0.299139,6.68193,27.7029,349.75,293,204,0,0,0,0,0,0.998216,0.995356,0.582722,18.1803
"Jul 15, 08:00 pm",204,293,318.43,0,1,0,0,0,0,-6.25298,0.279011,6.25298,12.1697,318.43,293,204,0,0,0,0,0,0.981489,0.993619,0,27.5415
"Jul 15, 09:00 pm",0,299.388,298.122,0,1,0,0,0,0,-6.30154,0.274977,6.30154,-0.601239,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 10:00 pm",0,288.433,287.88,0,1,0,0,0,0,-6.30887,0.276184,6.30887,-0.25875,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 15, 11:00 pm",0,283.413,283.084,0,1,0,0,0,0,-6.09284,0.275055,6.09284,-0.15263,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 12:00 am",0,279.692,279.38,0,1,0,0,0,0,-5.85767,0.272041,5.85767,-0.144328,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 01:00 am",0,276.027,275.717,0,1,0,0,0,0,-5.63864,0.268685,5.63864,-0.142743,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 02:00 am",0,272.425,272.125,0,1,0,0,0,0,-5.42654,0.264576,5.42654,-0.137824,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 03:00 am",0,268.94,268.649,0,1,0,0,0,0,-5.24059,0.261124,5.24059,-0.132773,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 04:00 am",0,265.563,265.281,0,1,0,0,0,0,-5.05531,0.25778,5.05531,-0.128076,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 05:00 am",0,262.292,262.018,0,1,0,0,0,0,-4.88472,0.254437,4.88472,-0.123619,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 06:00 am",0,259.117,258.852,0,1,0,0,0,0,-4.7268,0.251186,4.7268,-0.11957,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 07:00 am",0,267.718,270.792,304.675,1,0.592708,315,123.606,119.554,62.526,0.311992,8.3349,1.41173,393,293,0,70.8609,0,0,0,0,1,0.996287,0.770787,14.7105
"Jul 16, 08:00 am",416,296.599,348.358,568.048,1,0.770716,571,224.06,222.902,160.362,0.381479,11.432,76.2649,374.48,293,416,171.794,0,0,0,0,1,0.998556,1,5.82879
"Jul 16, 09:00 am",204,293,385.348,207.864,1,0.771435,208,81.6192,81.5657,51.527,0.378809,11.3956,46.1021,385.348,293,204,62.9226,0,0,0,0,1,0.999488,1,2.07502
"Jul 16, 10:00 am",212.018,293,388.864,217.393,1,0.770135,220,86.328,85.3052,54.0871,0.378972,11.6094,49.8482,388.864,293,212.018,65.6965,0,0,0,0,1,0.997804,1,8.82863
"Jul 16, 11:00 am",554.989,293,391.579,492.052,1,0.76912,507,198.947,193.081,136.875,0.378035,11.628,134.409,391.579,293,554.989,148.503,0,0,0,0,1,0.996488,1,13.9474
"Jul 16, 12:00 pm",204,293,383.064,115.698,1,0.768063,121,47.4804,45.3999,25.4194,0.350402,9.45053,44.8975,383.064,293,204,34.8699,0,0,0,0,0.999446,0.99567,1,17.0241
"Jul 16, 01:00 pm",204,293,371.554,159.984,1,0.767311,168,65.9232,62.7778,38.2588,0.347145,9.91127,38.8775,371.554,293,204,48.1701,0,0,0,0,0.998671,0.995468,1,17.7706
"Jul 16, 02:00 pm",204,293,364.229,126.795,1,0.768671,132,51.7968,49.7542,28.8585,0.34115,9.38615,35.0902,364.229,293,204,38.2446,0,0,0,0,1,0.995907,1,16.144
"Jul 16, 03:00 pm",204,293,367.866,225.708,1,0.769453,231,90.6444,88.568,56.6625,0.365262,11.4864,36.9667,367.866,293,204,68.1489,0,0,0,0,1,0.99692,1,12.2874
"Jul 16, 04:00 pm",204,293,378.899,204.662,1,0.770581,206,80.8344,80.3095,50.2803,0.374839,11.6046,42.7093,378.899,293,204,61.8849,0,0,0,0,1,0.99838,1,6.53321
"Jul 16, 05:00 pm",204,293,367.568,16.9987,1,0.771697,17,6.6708,6.6703,-2.40162,0.322086,7.54907,36.8128,367.568,293,204,5.14745,0,0,0,0,1,0.999826,1,0.703101
"Jul 16, 06:00 pm",204,293,356.261,203.454,1,0.770099,206,80.8344,79.8355,51.1999,0.343849,10.2813,31.0086,356.261,293,204,61.4812,0,0,0,0,1,0.997756,1,9.01668
"Jul 16, 07:00 pm",204,293,347.397,38.033,1,0.443535,40,15.696,14.9242,-0.877873,0.315749,7.49726,26.5151,347.397,293,204,6.61938,0,0,0,0,0.998371,0.995394,0.578254,18.0427
"Jul 16, 08:00 pm",204,293,325.569,0,1,0,0,0,0,-6.38061,0.283903,6.38061,15.6572,325.569,293,204,0,0,0,0,0,0.981826,0.99364,0,27.4066
"Jul 16, 09:00 pm",0,306.04,304.514,0,1,0,0,0,0,-6.37233,0.273658,6.37233,-0.730859,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 10:00 pm",0,292.446,291.77,0,1,0,0,0,0,-6.46748,0.274692,6.46748,-0.318307,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 16, 11:00 pm",0,286.659,286.317,0,1,0,0,0,0,-6.27535,0.274721,6.27535,-0.160012,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 12:00 am",0,282.859,282.543,0,1,0,0,0,0,-6.0227,0.271983,6.0227,-0.146664,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 01:00 am",0,279.135,278.819,0,1,0,0,0,0,-5.79568,0.268726,5.79568,-0.146355,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 02:00 am",0,275.45,275.141,0,1,0,0,0,0,-5.58507,0.265772,5.58507,-0.141941,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 03:00 am",0,271.874,271.575,0,1,0,0,0,0,-5.38488,0.262547,5.38488,-0.13664,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 04:00 am",0,268.414,268.125,0,1,0,0,0,0,-5.19795,0.259437,5.19795,-0.131713,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 05:00 am",0,265.062,264.783,0,1,0,0,0,0,-5.01632,0.256435,5.01632,-0.127062,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 06:00 am",0,261.815,261.543,0,1,0,0,0,0,-4.84433,0.253223,4.84433,-0.12261,393,293,0,0,0,0,0,0,0,0,0,0
"Jul 17, 07:00 am",0,277.016,281.735,412.248,1,0.587843,426,167.162,161.766,85.7796,0.331196,9.31363,2.76748,393,293,0,95.0932,0,0,0,0,1,0.996317,0.764438,14.5977
"Jul 17, 08:00 am",598.902,296.685,364.81,635.801,1,0.770734,639,250.744,249.488,180.182,0.383291,12.1068,117.644,375.804,293,598.902,192.289,0,0,0,0,1,0.99858,1,5.73593
"Jul 17, 09:00 am",869.317,293,391.402,749.444,1,0.77141,750,294.3,294.082,215.263,0.379939,11.5951,210.133,391.402,293,869.317,226.858,0,0,0,0,1,0.999455,1,2.20625
"Jul 17, 10:00 am",939.092,293,392.459,802.064,1,0.770107,812,318.629,314.73,230.765,0.377984,11.6105,229.588,392.459,293,939.092,242.376,0,0,0,0,1,0.997767,1,8.97233
"Jul 17, 11:00 am",942.935,293,392.482,805.95,1,0.769088,831,326.084,316.255,231.626,0.376192,11.6023,230.584,392.482,293,942.935,243.228,0,0,0,0,1,0.996447,1,14.1038
"Jul 17, 12:00 pm",930.171,293,392.481,796.742,1,0.7679,834,327.262,312.641,228.49,0.374815,11.587,227.459,392.481,293,930.171,240.077,0,0,0,0,0.999279,0.995625,1,17.1908
"Jul 17, 01:00 pm",914.533,293,392.48,784.886,1,0.767133,825,323.73,307.989,224.664,0.373757,11.6042,223.634,392.48,293,914.533,236.268,0,0,0,0,0.998485,0.995421,1,17.9406
"Jul 17, 02:00 pm",906.024,293,392.481,776.434,1,0.768636,809,317.452,304.673,222.583,0.372913,11.5993,221.555,392.481,293,906.024,234.183,0,0,0,0,1,0.995861,1,16.3122
"Jul 17, 03:00 pm",897.083,293,392.483,768.488,1,0.76942,787,308.819,301.555,220.403,0.372598,11.6195,219.374,392.483,293,897.083,232.022,0,0,0,0,1,0.996877,1,12.4518
"Jul 17, 04:00 pm",856.814,293,392.5,734.959,1,0.77055,740,290.376,288.398,210.618,0.372616,11.6065,209.565,392.5,293,856.814,222.225,0,0,0,0,1,0.998341,1,6.69175
"Jul 17, 05:00 pm",813.261,293,392.538,698.968,1,0.771725,699,274.288,274.275,200.068,0.373075,11.5974,198.991,392.538,293,813.261,211.665,0,0,0,0,1,0.999864,1,0.551346
"Jul 17, 06:00 pm",694.404,293,392.408,602.703,1,0.770127,610,239.364,236.501,170.559,0.373919,11.577,169.675,392.408,293,694.404,182.135,0,0,0,0,1,0.997793,1,8.87117
"Jul 17, 07:00 pm",234.698,293,392.236,405.375,1,0.439983,426,167.162,159.069,58.5143,0.374682,11.4734,57.2416,392.236,293,234.698,69.9877,0,0,0,0,0.998528,0.995432,0.573511,17.9017
"Jul 17, 08:00 pm",204,293,371.386,96.8867,1,0,109,42.7716,38.0183,-7.19089,0.315814,7.19089,38.7903,371.386,293,204,0,0,0,0,0,0.982167,0.993662,0,27.2686
"Jul 17, 09:00 pm",204,293,334.987,0,1,0,0,0,0,-6.26366,0.279254,6.26366,20.3055,334.987,293,204,0,0,0,0,0,1,1,0,0
