"Time stamp";"Field HTF mass flow rate total | (kg/s)";"Field HTF temperature cold header inlet | (C)";"Field HTF temperature hot header outlet | (C)";"Field collector DNI-cosine product | (W/m2)";"Field collector fraction of time period tracking";"Field collector incidence angle modifier";"Field collector optical end loss";"Field collector row shadowing loss";"Field collector solar incidence angle | (deg)";"Field collector thermal and optical efficiency";"Field collector tracking angle | (deg)";"Field thermal power absorbed | (MWt)";"Field thermal power incident after cosine | (MWt)";"Field thermal power pipe losses | (MWt)";"Field thermal power receiver heat loss | (kJ/hr-m2)";"Field thermal power receiver total loss | (MWt)";"Field thermal power total incident | (MWt)";"Field thermal power total produced | (MWt)";"Resource Pressure | (mbar)";"Resource Solar Azimuth | (deg)";"Resource Solar Zenith | (deg)";"Resource Wet bulb temperature | (C)";"Resource Wind Speed | (m/s)";"Resource Dry bulb temperature | (C)";"Resource Beam normal irradiance | (W/m2)";"System power generated | (kW)";"Cycle electrical power output (gross) | (MWe)";"Cycle electrical power output (gross; solar share) | (MWe)";"Cycle electrical power output (net) | (MWe)";"Cycle thermal energy dumped - TES is full | (MWt)";"Cycle thermal energy dumped - min, load requirement | (MWt)";"Cycle thermal energy dumped - solar field | (MWt)";"Cycle thermal power input | (MWt)";"Field collector cosine efficiency";"Parasitic power total consumption | (MWe)"
"Aug 22; 10:00 pm";0;50,001;49,999;0;0;0,942958;0,992162;0;38,2509;0;0;0;0;0,145336;0,487532;0,191307;0;0;993;313,689;115,751;15,0313;5,2;20,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,785307;0,3703
"Aug 22; 11:00 pm";0;50,001;49,999;0;0;0,903084;0,991426;0;44,9068;0;0;0;0;0,149405;0,521687;0,20471;0;0;993;328,422;123,089;14,3781;5,5;19,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,708257;0,3703
"Aug 23; 12:00 am";0;50,001;49,999;0;0;0,867679;0,990856;0;49,1859;0;0;0;0;0,15303;0,552359;0,216746;0;0;993;345,712;127,654;13,825;5,9;18,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,653607;0,3703
"Aug 23; 01:00 am";0;50,001;49,999;0;0;0,858804;0,990721;0;50,1028;0;0;0;0;0,155285;0,579644;0,227452;0;0;993;4,54141;128,662;13,3594;5,2;17,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,641412;0,3703
"Aug 23; 02:00 am";0;50,001;49,999;0;0;0,883181;0,991098;0;47,4478;0;0;0;0;0,157187;0,603794;0,236929;0;0;993;22,8613;125,907;13,15;4,5;16,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,676262;0,3703
"Aug 23; 03:00 am";0;50,001;49,999;0;0;0,923517;0,991786;0;41,8217;0;0;0;0;0,158439;0,615931;0,241691;0;0;993;38,993;119,923;12,9063;4,5;16,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,745224;0,3703
"Aug 23; 04:00 am";0;50,001;49,999;0;0;0,96065;0,992549;0;34,1794;0;0;0;0;0,159679;0,635728;0,24946;0;0;993;52,5336;111,592;12,6625;3,6;16,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,827283;0,3703
"Aug 23; 05:00 am";0;50,001;49,999;0;0;0,98654;0,993294;0;25,3704;0;0;0;0;0,160294;0,643499;0,252509;0;0;993;63,9525;101,712;12,6187;3,4;15,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,903557;0,3703
"Aug 23; 06:00 am";0;50,001;49,999;0;0;1,00038;0,99594;0;16,0181;0;0;0;0;0,1606;0,662074;0,259798;0;0;993;73,974;90,873;12,8313;1,9;15,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,961175;0,3703
"Aug 23; 07:00 am";0;50,001;49,999;23,845;0,471819;1,0035;0,998385;0,62413;6,51444;0,179389;-77,2413;2,08927;9,35679;0,157502;0,61762;0,242354;9,4176;1,68942;993;83,3221;79,9622;13,675;3,4;16,8;24;-355,488;0;0;-0,3703;0;0;0;0;0,993543;0,3703
"Aug 23; 08:00 am";inf;293;393;288,715;1;1,0019;0,999372;1;2,5432;0,599717;-68,7504;85,8528;113,292;4,31641;34,4709;13,5264;113,404;68,01;993;92,7284;68,4058;14,0156;4,7;18;289;16684,5;19,186;19,186;17,3797;0;0;0;50,7103;0,999015;1,80631
"Aug 23; 09:00 am";inf;293;393;673,46;1;1,00328;0,997258;1;10,9721;0,677036;-56,5826;200,114;264,266;4,2117;34,7937;13,653;269,186;182,249;993;103,076;56,9196;14,8875;3;20,2;686;50127,8;55,4094;55,4094;52,2165;0;0;49,1667;133,082;0,98172;3,19287
"Aug 23; 10:00 am";inf;293;393;735,014;1;0,998122;0,995333;1;18,2626;0,655571;-43,34;216,861;288,419;4,11348;34,7571;13,6387;303,718;199,108;993;115,679;45,9672;15,2297;2,6;22,3;774;50032,8;55,4094;55,4094;52,1175;0;0;66,0262;133,082;0,94963;3,29185
"Aug 23; 11:00 am";inf;293;393;761,549;1;0,989525;0,993732;1;23,9041;0,626157;-28,7095;222,396;298,832;4,02605;34,9103;13,6988;326,869;204,671;993;132,697;36,3397;15,7625;3,6;24,2;833;49999,9;55,4094;55,4094;52,0832;0;0;71,5891;133,082;0,914225;3,32614
"Aug 23; 12:00 pm";inf;293;393;760,452;1;0,982016;0,993122;1;27,3298;0,603244;-12,7082;220,255;298,401;3,95349;34,8509;13,6755;335,894;202,626;993;156,942;29,5892;16,3078;3,6;25,8;856;50012,1;55,4094;55,4094;52,0959;0;0;69,5441;133,082;0,888379;3,31344
"Aug 23; 01:00 pm";inf;293;393;763,621;1;0,980273;0,993068;1;28,0181;0,598363;4,05786;220,769;299,645;3,8997;35,0896;13,7692;339,426;203,1;993;187,575;28,0066;16,8438;5,5;27;865;50009,3;55,4094;55,4094;52,093;0;0;70,0176;133,082;0,882799;3,31637
"Aug 23; 02:00 pm";inf;293;393;788,945;1;0,98539;0,993233;1;25,8951;0,615186;20,4693;229,319;309,582;3,8597;35,0453;13,7518;344,135;211,707;993;215,767;32,3803;17,1187;5;27,9;877;49957,1;55,4094;55,4094;52,0387;0;0;78,6248;133,082;0,899595;3,37067
"Aug 23; 03:00 pm";inf;293;393;779,453;1;0,99393;0,994467;1;21,3701;0,643102;35,7457;228,807;305,857;3,84202;35,0284;13,7452;328,439;211,22;993;236,186;40,7956;16,9719;5;28,3;837;49960,2;55,4094;55,4094;52,0418;0;0;78,1374;133,082;0,931246;3,36754
"Aug 23; 04:00 pm";inf;293;393;747,852;1;1,00125;0,996228;1;14,9353;0,671649;49,6503;221,54;293,457;3,83761;34,94;13,7104;303,718;203,992;993;250,71;51,2111;16,8375;4,7;28,4;774;50004;55,4094;55,4094;52,0875;0;0;70,9093;133,082;0,966218;3,32191
"Aug 23; 05:00 pm";inf;293;393;584,489;1;1,00359;0,99824;1;7,09543;0,676813;62,3212;173,9;229,354;3,86413;34,6809;13,6088;231,124;156,428;993;261,999;62,505;16,4328;4,7;27,8;589;50259,5;55,4094;55,4094;52,3537;0;0;23,3453;133,082;0,992342;3,05569
"Aug 23; 06:00 pm";inf;293;393;240,896;1;1,00133;0,999585;0,772339;1,68088;0,402547;74,1399;55,3056;94,5277;3,92204;33,9332;13,3154;94,5684;38,0682;993;271,747;74,0918;16,4609;3,4;26,5;241;11482,8;13,6286;13,6286;11,9612;0;0;0;38,0682;0,99957;1,66743
"Aug 23; 07:00 pm";0;50,001;49,999;67,7677;0,00952256;1,00332;0,997291;0;10,8445;0;79,8187;0;26,5921;0,12858;0,369669;0,145058;27,0756;0;993;281,014;85,5216;16,1156;3,6;25,1;69;-355,488;0;0;-0,3703;0;0;0;0;0,982141;0,3703
"Aug 23; 08:00 pm";0;50,001;49,999;0;0;0,995337;0,994733;0;20,4276;0;0;0;0;0,132007;0,394067;0,154632;0;0;993;290,583;96,3346;17,0906;3,6;24,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,937114;0,3703
"Aug 23; 09:00 pm";0;50,001;49,999;0;0;0,975932;0,992941;0;29,6058;0;0;0;0;0,135729;0,421286;0,165313;0;0;993;301,174;106,805;16,2469;3,8;23,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,869445;0,3703
"Aug 23; 10:00 pm";0;50,001;49,999;0;0;0,944215;0,992188;0;37,9921;0;0;0;0;0,139002;0,461569;0,18112;0;0;993;313,53;116,067;15,8156;2,8;22,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,788096;0,3703
"Aug 23; 11:00 pm";0;50,001;49,999;0;0;0,905229;0,991462;0;44,6081;0;0;0;0;0,142556;0,496606;0,194868;0;0;993;328,322;123,425;15,2844;2,4;21,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,711927;0,3703
"Aug 24; 12:00 am";0;50,001;49,999;0;0;0,870828;0,990904;0;48,8476;0;0;0;0;0,146023;0,536381;0,210476;0;0;993;345,707;128;14,4406;1,7;20,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,658064;0,3703
"Aug 24; 01:00 am";0;50,001;49,999;0;0;0,862356;0,990775;0;49,742;0;0;0;0;0,148399;0,563219;0,221007;0;0;993;4,65189;128,997;14,2875;1,3;19,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,64623;0,3703
"Aug 24; 02:00 am";0;50,001;49,999;0;0;0,886162;0,991146;0;47,0911;0;0;0;0;0,151065;0,583976;0,229152;0;0;993;23,0681;126,211;13,7219;1,4;18,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,680835;0,3703
"Aug 24; 03:00 am";0;50,001;49,999;0;0;0,925537;0,991823;0;41,4837;0;0;0;0;0,152378;0,587567;0,230561;0;0;993;39,2551;120,187;13,7516;1,9;18,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,749144;0,3703
"Aug 24; 04:00 am";0;50,001;49,999;0;0;0,961864;0,992577;0;33,8599;0;0;0;0;0,154002;0,590604;0,231753;0;0;993;52,819;111,816;13,6812;2,8;17,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,830402;0,3703
"Aug 24; 05:00 am";0;50,001;49,999;0;0;0,987194;0,993387;0;25,063;0;0;0;0;0,154966;0,621133;0,243733;0;0;993;64,247;101,906;14,1625;1,2;17,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,905842;0,3703
"Aug 24; 06:00 am";0;50,001;49,999;0;0;1,00064;0,996021;0;15,7153;0;0;0;0;0,155285;0,616145;0,241775;0;0;993;74,2752;91,0456;14,1797;1,7;17,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,962619;0,3703
"Aug 24; 07:00 am";inf;293;393;346,951;0,456408;1,00343;0,998461;0,619929;6,2116;0,0847776;-77,3286;29,209;136,144;4,28289;33,9348;13,316;136,948;11,6101;993;83,6346;80,1215;15,2625;1,4;18,7;349;-361,481;0;0;-0,376543;0;0;0;0;0,994129;0,376543
"Aug 24; 08:00 am";inf;293;393;636,209;1;1,00209;0,999295;1;2,85596;0,685823;-68,9131;189,205;249,648;4,19757;34,6061;13,5794;249,959;171,428;993;93,0606;68,5641;16,2422;2,4;20,5;637;50185,1;55,4094;55,4094;52,2761;0;0;30,9662;133,082;0,998758;3,13326
"Aug 24; 09:00 am";inf;293;393;744,294;1;1,00318;0,997175;1;11,2972;0,68284;-56,7241;221,121;292,061;4,10421;34,7736;13,6451;297,832;203,371;993;103,439;57,0879;17,0313;2,6;22,5;759;50007,7;55,4094;55,4094;52,0913;0;0;70,2892;133,082;0,980624;3,31806
"Aug 24; 10:00 am";inf;293;393;781,896;1;0,997725;0,99524;1;18,6028;0,657544;-43,4485;230,579;306,816;4,01238;34,914;13,7003;323,73;212,867;993;116,079;46,1613;17,4688;3,4;24,5;825;49950;55,4094;55,4094;52,0312;0;0;79,7846;133,082;0,947753;3,37813
"Aug 24; 11:00 am";inf;293;393;784,975;1;0,988834;0,993627;1;24,2585;0,626051;-28,7677;229,053;308,024;3,93101;34,6747;13,6064;337,856;211,515;993;133,118;36,5809;17,3937;2,4;26,3;861;49958,3;55,4094;55,4094;52,0399;0;0;78,4332;133,082;0,911701;3,36944
"Aug 24; 12:00 pm";inf;293;393;779,209;1;0,981111;0,993094;1;27,6912;0,602552;-12,6958;225,474;305,762;3,86413;34,5079;13,5409;345,312;208,069;993;157,278;29,8945;17,6437;1,9;27,8;880;49979,4;55,4094;55,4094;52,0619;0;0;74,9863;133,082;0,885465;3,34748
"Aug 24; 01:00 pm";inf;293;393;781,334;1;0,979345;0,99304;1;28,3721;0,597659;4,15213;225,669;306,595;3,81562;34,6551;13,5987;348,451;208,069;993;187,636;28,3534;18,0406;2,8;28,9;888;49978,3;55,4094;55,4094;52,0607;0;0;74,9863;133,082;0,87988;3,34866
"Aug 24; 02:00 pm";inf;293;393;782,239;1;0,984644;0,993208;1;26,2254;0,613347;20,6359;227,191;306,95;3,78062;34,5057;13,54;342,173;209,871;993;215,581;32,7137;18,2156;2,1;29,7;872;49968,4;55,4094;55,4094;52,0504;0;0;76,7883;133,082;0,897063;3,35892
"Aug 24; 03:00 pm";inf;293;393;791,792;1;0,993458;0,994381;1;21,6688;0,642984;35,9614;232,299;310,699;3,7632;34,5821;13,57;334,325;214,966;993;235,918;41,0966;17,8344;2,4;30,1;852;49936,9;55,4094;55,4094;52,0176;0;0;81,8833;133,082;0,929334;3,39173
"Aug 24; 04:00 pm";inf;293;393;775,858;1;1,00105;0,996157;1;15,2041;0,673293;49,8948;229,773;304,447;3,7632;34,6395;13,5925;315,49;212,417;993;250,439;51,4877;18,3031;2,8;30,1;804;49952,8;55,4094;55,4094;52,0341;0;0;79,3348;133,082;0,964998;3,37523
"Aug 24; 05:00 pm";inf;293;393;731,952;1;1,00362;0,998178;1;7,34022;0,691985;62,5825;217,767;287,218;3,78934;34,6204;13,5851;289,591;200,393;993;261,743;62,7691;18,0938;3;29,5;738;50025,3;55,4094;55,4094;52,1097;0;0;67,3106;133,082;0,991805;3,2997
"Aug 24; 06:00 pm";inf;293;393;602,806;0,985189;1,00117;0,999642;0,76345;1,45182;0,496051;74,3272;134,761;236,541;3,83761;34,5284;13,5489;236,617;117,374;993;271,508;74,3525;17,4625;3,6;28,4;603;43871,6;48,4927;48,4927;45,6996;0;0;0;117,374;0,999679;2,79313
"Aug 24; 07:00 pm";0;50,001;49,999;247,568;0;1,00334;0,997312;0;10,7616;0;0;0;97,1457;0,121098;0,332698;0,130551;98,8848;0;993;280,789;85,7794;17,7813;2,8;27;252;-355,488;0;0;-0,3703;0;0;0;0;0,982412;0,3703
"Aug 24; 08:00 pm";0;50,001;49,999;0;0;0,995652;0,994796;0;20,2049;0;0;0;0;0,124684;0,346788;0,13608;0;0;993;290,372;96,6136;18,9906;3;26,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,938464;0,3703
"Aug 24; 09:00 pm";0;50,001;49,999;0;0;0,976606;0,99296;0;29,37;0;0;0;0;0,12858;0,379456;0,148899;0;0;993;300,982;107,102;18,6156;2,8;25,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,871471;0,3703
"Aug 24; 10:00 pm";0;50,001;49,999;0;0;0,945464;0,992214;0;37,7308;0;0;0;0;0,132007;0,412377;0,161817;0;0;993;313,37;116,385;18,6531;2,4;24,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,790895;0,3703
"Aug 24; 11:00 pm";0;50,001;49,999;0;0;0,907357;0,991499;0;44,3066;0;0;0;0;0,135361;0,429275;0,168447;0;0;993;328,222;123,765;18,5734;3;23,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,715612;0,3703
"Aug 25; 12:00 am";0;50,001;49,999;0;0;0,87394;0,990953;0;48,5062;0;0;0;0;0,138642;0,453033;0,17777;0;0;993;345,704;128,35;18,3375;3,2;22,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,662539;0,3703
"Aug 25; 01:00 am";0;50,001;49,999;0;0;0,865861;0,990828;0;49,378;0;0;0;0;0,140434;0,467827;0,183575;0;0;993;4,76616;129,336;17,9156;3,2;21,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,651065;0,3703
"Aug 25; 02:00 am";0;50,001;49,999;0;0;0,889107;0,991194;0;46,7311;0;0;0;0;0,142556;0,524232;0,205709;0;0;993;23,2799;126,517;17,0812;0,9;21,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,685424;0,3703
"Aug 25; 03:00 am";0;50,001;49,999;0;0;0,927538;0,991861;0;41,1422;0;0;0;0;0,143256;0,519085;0,203689;0;0;993;39,5222;120,451;16,6469;1,4;21,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,753079;0,3703
"Aug 25; 04:00 am";0;50,001;49,999;0;0;0,963067;0,992606;0;33,5368;0;0;0;0;0,1443;0,527549;0,20701;0;0;993;53,109;112,042;15,7219;1,4;20,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,833531;0,3703
"Aug 25; 05:00 am";0;50,001;49,999;0;0;0,98784;0,99348;0;24,752;0;0;0;0;0,144992;0,546019;0,214258;0;0;993;64,5454;102,101;15,6781;0,8;20,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,908129;0,3703
"Aug 25; 06:00 am";0;50,001;49,999;0;0;1,00089;0,996102;0;15,409;0;0;0;0;0,144992;0,543609;0,213312;0;0;993;74,5799;91,2187;16,0688;0,9;20,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,964054;0,3703
"Aug 25; 07:00 am";inf;293;393;403,845;0,441023;1,00336;0,998537;0,615712;5,90545;0,0957645;-77,4162;32,6293;158,469;4,13671;33,7308;13,236;159,314;15,2567;993;83,9503;80,2814;16,9562;0,7;21,8;406;-365,805;0;0;-0,381047;0;0;0;0;0,994693;0,381047
"Aug 25; 08:00 am";inf;293;393;661,984;1;1,00226;0,999216;1;3,17219;0,690132;-69,0762;196,889;259,763;4,04893;33,8813;13,295;260,161;179,546;993;93,3956;68,7234;18,075;0,2;23,7;663;50142,4;55,4094;55,4094;52,2317;0;0;42,7308;133,082;0,998468;3,17769
"Aug 25; 09:00 am";inf;293;393;751,265;1;1,00307;0,997091;1;11,6259;0,683729;-56,8659;223,148;294,796;3,95349;34,1789;13,4118;300,971;205,782;993;103,804;57,2577;18,5734;0,6;25,8;767;49993,2;55,4094;55,4094;52,0763;0;0;72,7002;133,082;0,979484;3,33309
"Aug 25; 10:00 am";inf;293;393;776,52;1;0,997308;0,995145;1;18,9465;0,657082;-43,5571;228,877;304,706;3,86413;33,9621;13,3267;322,16;211,686;993;116,482;46,3576;18,3859;0,2;27,8;821;49957,3;55,4094;55,4094;52,0388;0;0;78,6036;133,082;0,945822;3,37053
"Aug 25; 11:00 am";inf;293;393;779,113;1;0,988117;0,993521;1;24,6164;0,624358;-28,8252;227,153;305,724;3,78062;34,1722;13,4092;336,287;209,963;993;133,54;36,8248;18,8406;0,8;29,7;857;49967,9;55,4094;55,4094;52,0499;0;0;76,8812;133,082;0,909117;3,35951
"Aug 25; 12:00 pm";inf;293;393;769,53;1;0,980175;0,993065;1;28,056;0,600191;-12,6816;222,454;301,963;3,71562;34,0698;13,369;342,173;205,369;993;157,613;30,2028;19,325;0,7;31,2;872;49995,7;55,4094;55,4094;52,0789;0;0;72,2869;133,082;0,882488;3,3305
"Aug 25; 01:00 pm";inf;293;393;770,797;1;0,978386;0,993012;1;28,7291;0,595447;4,24939;222,402;302,461;3,66422;34,0366;13,356;344,92;205,369;993;187,699;28,7033;20,1734;0,7;32,4;879;49995,7;55,4094;55,4094;52,0789;0;0;72,2869;133,082;0,876903;3,3305
"Aug 25; 02:00 pm";inf;293;393;777,304;1;0,983873;0,993182;1;26,5582;0,611769;20,8066;225,575;305,014;3,62601;33,9934;13,339;340,996;208,61;993;215,399;33,0508;20,6047;0,6;33,3;869;49976,1;55,4094;55,4094;52,0585;0;0;75,5282;133,082;0,894481;3,35091
"Aug 25; 03:00 pm";inf;293;393;781,784;1;0,992971;0,994295;1;21,9695;0,641533;36,1815;229,23;306,772;3,60912;34,1642;13,406;330,793;212,215;993;235,654;41,4015;20,6531;1,1;33,7;843;49954;55,4094;55,4094;52,0354;0;0;79,1326;133,082;0,927383;3,37393
"Aug 25; 04:00 pm";inf;293;393;770,036;1;1,00084;0,996085;1;15,4744;0,672898;50,1435;227,984;302,162;3,60912;34,1546;13,4023;313,528;210,972;993;250,169;51,7683;21,1219;1,1;33,7;799;49961,7;55,4094;55,4094;52,0434;0;0;77,89;133,082;0,96375;3,36596
"Aug 25; 05:00 pm";inf;293;393;710,724;1;1,00364;0,998117;1;7,58623;0,691108;62,8479;211,443;278,888;3,63024;34,0705;13,3693;281,351;194,444;993;261,487;63,0368;21,4813;1,1;33,2;717;50059,8;55,4094;55,4094;52,1456;0;0;61,3615;133,082;0,991247;3,26372
"Aug 25; 06:00 pm";inf;293;393;555,874;0,960605;1,001;0,999698;0,757082;1,22148;0,472828;74,4612;120,143;218,125;3,67702;33,9129;13,3074;218,174;103,159;993;271,268;74,6167;21,0844;1,4;32,1;556;38036,5;42,2817;42,2817;39,6213;0;0;0;103,159;0,999773;2,66036
"Aug 25; 07:00 pm";0;50,001;49,999;205,474;0;1,0034;0,997369;0;10,5396;0;0;0;80,628;0,105529;0,231028;0,0906552;82,0116;0;993;280,562;86,0396;21,0516;2,4;30,7;209;-355,488;0;0;-0,3703;0;0;0;0;0,983129;0,3703
"Aug 25; 08:00 pm";0;50,001;49,999;0;0;0,995963;0,994858;0;19,9806;0;0;0;0;0,111579;0,290496;0,113991;0;0;993;290,159;96,8957;21,6437;1,3;29,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,939809;0,3703
"Aug 25; 09:00 pm";0;50,001;49,999;0;0;0,977275;0,992979;0;29,1323;0;0;0;0;0,117434;0,317572;0,124615;0;0;993;300,788;107,402;20,9859;1,8;27,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,873498;0,3703
"Aug 25; 10:00 pm";0;50,001;49,999;0;0;0,946705;0,99224;0;37,467;0;0;0;0;0,1231;0,380291;0,149226;0;0;993;313,209;116,707;20,1328;0,9;26,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,793704;0,3703
"Aug 25; 11:00 pm";0;50,001;49,999;0;0;0,909466;0,991535;0;44,0023;0;0;0;0;0,12858;0,411026;0,161287;0;0;993;328,122;124,108;19,0844;1,2;25,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,719312;0,3703
"Aug 26; 12:00 am";0;50,001;49,999;0;0;0,877014;0,991001;0;48,1617;0;0;0;0;0,13388;0,463562;0,181902;0;0;993;345,702;128,702;17,9188;0,7;23,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,667031;0,3703
"Aug 26; 01:00 am";0;50,001;49,999;0;0;0,869317;0,990881;0;49,0108;0;0;0;0;0,138642;0,518106;0,203305;0;0;993;4,8842;129,677;17,2437;0,2;22,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,655916;0,3703
"Aug 26; 02:00 am";0;50,001;49,999;0;0;0,892015;0,991241;0;46,3677;0;0;0;0;0,143605;0,532537;0,208967;0;0;993;23,4968;126,825;16,5469;0,9;21;0;-355,488;0;0;-0,3703;0;0;0;0;0,690027;0,3703
"Aug 26; 03:00 am";0;50,001;49,999;0;0;0,929519;0,991898;0;40,7972;0;0;0;0;0,146023;0,545495;0,214052;0;0;993;39,7943;120,716;15,925;1,2;20,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,757027;0,3703
"Aug 26; 04:00 am";0;50,001;49,999;0;0;0,964261;0,992635;0;33,2102;0;0;0;0;0,148736;0,567906;0,222846;0;0;993;53,4034;112,268;15,3594;1,2;19,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,836667;0,3703
"Aug 26; 05:00 am";0;50,001;49,999;0;0;0,988478;0,993574;0;24,4374;0;0;0;0;0,150404;0,590112;0,23156;0;0;993;64,8476;102,296;15,5625;0,8;19;0;-355,488;0;0;-0,3703;0;0;0;0;0,910414;0,3703
"Aug 26; 06:00 am";0;50,001;49,999;0;0;1,00113;0,996185;0;15,0991;0;0;0;0;0,150735;0,590667;0,231778;0;0;993;74,8881;91,3922;14,9547;0,9;18,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,965477;0,3703
"Aug 26; 07:00 am";inf;293;393;285,632;0,425662;1,00328;0,998614;0,611479;5,59609;0,0417195;-77,5041;22,121;112,082;4,2306;33,6187;13,192;112,619;4,6984;993;84,269;80,4418;15,2297;0,8;19,8;287;-354,202;0;0;-0,36896;0;0;0;0;0,995234;0,36896
"Aug 26; 08:00 am";inf;293;393;569,94;1;1,00243;0,999137;1;3,49178;0,678228;-69,2396;169,529;223,644;4,16004;34,1599;13,4043;224,06;151,964;993;93,7336;68,8836;16,2609;1,1;21,3;571;50280,6;55,4094;55,4094;52,3756;0;0;4,59117;133,082;0,998144;3,03375
"Aug 26; 09:00 am";inf;293;393;696,55;1;1,00295;0,997005;1;11,9578;0,677224;-57,0081;206,852;273,326;4,0765;34,5734;13,5666;279,389;189,209;993;104,171;57,429;16,7719;2,1;23,1;712;50089,5;55,4094;55,4094;52,1765;0;0;56,1267;133,082;0,9783;3,23283
"Aug 26; 10:00 am";inf;293;393;722,98;1;0,996872;0,99505;1;19,2936;0,650298;-43,6658;212,982;283,697;3,99873;34,4497;13,5181;300,578;195,465;993;116,886;46,556;17,4172;1,6;24,8;766;50053,9;55,4094;55,4094;52,1395;0;0;62,3832;133,082;0,943838;3,26983
"Aug 26; 11:00 am";inf;293;393;727,898;1;0,987373;0,993412;1;24,9776;0,617552;-28,8821;212,038;285,627;3,93101;34,4503;13,5183;315,097;194,589;993;133,963;37,0714;17,7844;1,8;26,3;803;50059;55,4094;55,4094;52,1448;0;0;61,5067;133,082;0,906473;3,26459
"Aug 26; 12:00 pm";inf;293;393;722,027;1;0,979207;0,993036;1;28,4241;0,593156;-12,6657;208,51;283,323;3,873;34,5187;13,5451;322,16;191,091;993;157,947;30,5142;18,0688;2,4;27,6;821;50078,9;55,4094;55,4094;52,1655;0;0;58,0092;133,082;0,879449;3,24386
"Aug 26; 01:00 pm";inf;293;393;722,687;1;0,977396;0,992983;1;29,0889;0,588135;4,34963;208,303;283,582;3,8288;34,6983;13,6156;324,515;190,859;993;187,763;29,0562;18,0141;3,6;28,6;827;50080,2;55,4094;55,4094;52,1669;0;0;57,7764;133,082;0,873866;3,24249
"Aug 26; 02:00 pm";inf;293;393;679,589;1;0,983079;0,993156;1;26,8935;0,600862;20,9811;197,054;266,671;3,80684;34,6179;13,5841;299,009;179,663;993;215,221;33,3915;18,2016;3,6;29,1;762;50141,8;55,4094;55,4094;52,231;0;0;46,5809;133,082;0,891849;3,17835
"Aug 26; 03:00 pm";inf;293;393;697,747;1;0,992468;0,994208;1;22,2722;0,632174;36,4058;204,468;273,796;3,78934;34,7536;13,6373;295,87;187,041;993;235,391;41,7104;18,4844;4,3;29,5;754;50101,6;55,4094;55,4094;52,1891;0;0;53,9588;133,082;0,925394;3,22025
"Aug 26; 04:00 pm";inf;293;393;665,069;1;1,00061;0,996013;1;15,7462;0,661694;50,3964;196,848;260,973;3,78934;34,764;13,6414;271,148;179,417;993;249,9;52,0526;18,2891;4,7;29,5;691;50143,1;55,4094;55,4094;52,2324;0;0;46,3351;133,082;0,962473;3,17698
"Aug 26; 05:00 pm";inf;293;393;608,27;1;1,00366;0,998054;1;7,83342;0,67915;63,117;180,954;238,685;3,81562;34,4259;13,5087;240,934;163,63;993;261,231;63,3081;17,8453;3;28,9;614;50224,5;55,4094;55,4094;52,3172;0;0;30,5478;133,082;0,990669;3,09221
"Aug 26; 06:00 pm";inf;293;393;413,938;0,935781;1,00082;0,999756;0,750608;0,990332;0,425627;74,5974;86,3986;162,429;3,86413;34,1229;13,3898;162,454;69,1446;993;271,027;74,8842;17,2531;3;27,8;414;23993,6;27,3566;27,3566;24,9933;0;0;0;69,1446;0,999851;2,36329
