"Time stamp";"Field HTF mass flow rate total | (kg/s)";"Field HTF temperature cold header inlet | (C)";"Field HTF temperature hot header outlet | (C)";"Field collector DNI-cosine product | (W/m2)";"Field collector fraction of time period tracking";"Field collector incidence angle modifier";"Field collector optical end loss";"Field collector row shadowing loss";"Field collector solar incidence angle | (deg)";"Field collector thermal and optical efficiency";"Field collector tracking angle | (deg)";"Field thermal power absorbed | (MWt)";"Field thermal power incident after cosine | (MWt)";"Field thermal power pipe losses | (MWt)";"Field thermal power receiver heat loss | (kJ/hr-m2)";"Field thermal power receiver total loss | (MWt)";"Field thermal power total incident | (MWt)";"Field thermal power total produced | (MWt)";"Resource Pressure | (mbar)";"Resource Solar Azimuth | (deg)";"Resource Solar Zenith | (deg)";"Resource Wet bulb temperature | (C)";"Resource Wind Speed | (m/s)";"Resource Dry bulb temperature | (C)";"Resource Beam normal irradiance | (W/m2)";"System power generated | (kW)";"Cycle electrical power output (gross) | (MWe)";"Cycle electrical power output (gross; solar share) | (MWe)";"Cycle electrical power output (net) | (MWe)";"Cycle thermal energy dumped - TES is full | (MWt)";"Cycle thermal energy dumped - min, load requirement | (MWt)";"Cycle thermal energy dumped - solar field | (MWt)";"Cycle thermal power input | (MWt)";"Field collector cosine efficiency";"Parasitic power total consumption | (MWe)"
"Feb 3; 01:00 pm";inf;293;393;229,038;1;0,785307;0,989682;1;56,1327;0,216743;1,2514;52,866;89,8746;4,65705;33,7752;13,2534;161,276;34,9555;998;180,84;55,5473;8,2875;1,1;11,1;411;10206,9;12,2767;12,2767;10,6322;0;0;0;34,9555;0,557271;1,64447
"Feb 3; 02:00 pm";inf;293;393;100,327;1;0,816855;0,990113;1;53,8316;0,0935114;26,3182;24,0981;39,3684;4,64185;33,6857;13,2183;66,708;6,23796;998;197,958;57,441;8,35312;1,4;11,4;170;-355,719;0;0;-0,370541;0;6,23796;0;0;0,590161;0,370541
"Feb 3; 03:00 pm";-nan(ind);293;393;6,01909;1;0,878203;0,991019;1;48,0264;0;47,4535;1,55576;2,36189;4,6672;33,541;13,1615;3,5316;0;998;213,534;62,4912;9,41562;1,3;10,9;9;-355,488;0;0;-0,3703;0;0;0;0;0,668788;0,3703
"Feb 3; 04:00 pm";0;50,001;49,999;0,765179;1;0,933526;0,991975;1;40,0771;0;64,2786;0,210437;0,300256;0,177095;0,826868;0,324463;0,3924;0;998;226,957;69,9923;7,8125;2,1;10;1;-355,488;0;0;-0,3703;0;0;0;0;0,765179;0,3703
"Feb 3; 05:00 pm";0;50,001;49,999;48,9405;0,653241;0,972232;0,992839;0,677281;30,8397;0,254521;76,1339;6,20714;19,2042;0,179698;0,852786;0,334633;22,3668;5,69281;998;238,409;79,1964;7,98438;2,9;9;57;-355,488;0;0;-0,3703;0;0;0;0;0,858605;0,3703
"Feb 3; 06:00 pm";0;50,001;49,999;2,78989;0;0,993614;0,994409;0;21,5711;0;0;0;1,09475;0,181228;0,874233;0,343049;1,1772;0;998;248,429;89,1691;7,22812;1,9;8,4;3;-355,488;0;0;-0,3703;0;0;0;0;0,929962;0,3703
"Feb 3; 07:00 pm";0;50,001;49,999;0;0;1,00288;0,996962;0;12,1242;0;0;0;0;0,183231;0,897606;0,352221;0;0;998;257,634;100,209;6,42812;1,8;7,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,977695;0,3703
"Feb 3; 08:00 pm";0;50,001;49,999;0;0;1,0022;0,999243;0;3,0631;0;0;0;0;0,18495;0,926057;0,363385;0;0;998;266,678;111,709;5,72813;0,5;6,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,998571;0,3703
"Feb 3; 09:00 pm";0;50,001;49,999;0;0;1,00317;0,998702;0;5,24496;0;0;0;0;0,186638;0,944259;0,370527;0;0;998;276,36;123,314;5,10625;0,6;6,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,995813;0,3703
"Feb 3; 10:00 pm";0;50,001;49,999;0;0;1,00277;0,996896;0;12,3809;0;0;0;0;0,188295;0,963359;0,378022;0;0;998;287,901;134,666;4,40625;0,6;5,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,976744;0,3703
"Feb 3; 11:00 pm";0;50,001;49,999;0;0;0,998458;0,995415;0;17,9646;0;0;0;0;0,189923;0,985258;0,386615;0;0;998;303,553;145,143;3,78438;0,2;4,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,951247;0,3703
"Feb 4; 12:00 am";0;50,001;49,999;0;0;0,993899;0,994461;0;21,3896;0;0;0;0;0,191747;1,00387;0,393918;0;0;998;327,393;153,356;2,98438;0,7;4;0;-355,488;0;0;-0,3703;0;0;0;0;0,931122;0,3703
"Feb 4; 01:00 am";0;50,001;49,999;0;0;0,992116;0,994149;0;22,4789;0;0;0;0;0,19309;1,01945;0,400032;0;0;998;1,75032;156,518;2,38438;1;3,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,924021;0,3703
"Feb 4; 02:00 am";0;50,001;49,999;0;0;0,994106;0,994499;0;21,2565;0;0;0;0;0,194631;1,03838;0,407459;0;0;998;35,3181;152,719;1,7625;1,3;2,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,931967;0,3703
"Feb 4; 03:00 am";0;50,001;49,999;0;0;0,998827;0,995507;0;17,6254;0;0;0;0;0,196572;1,06333;0,417251;0;0;998;58,141;144,18;0,8625;1,8;1,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,953057;0,3703
"Feb 4; 04:00 am";0;50,001;49,999;0;0;1,00297;0,997019;0;11,9031;0;0;0;0;0,196997;1,069;0,419475;0;0;998;73,2396;133,567;0,975;1,9;1,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,978498;0,3703
"Feb 4; 05:00 am";0;50,001;49,999;0;0;1,00294;0,998862;0;4,60145;0;0;0;0;0,197841;1,08041;0,423952;0;0;998;84,5163;122,159;0,575;2,3;1,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,996777;0,3703
"Feb 4; 06:00 am";0;50,001;49,999;0;0;1,00259;0,99906;0;3,80372;0;0;0;0;0,198259;1,08618;0,426216;0;0;998;94,083;110,537;0,453125;1,4;1;0;-355,488;0;0;-0,3703;0;0;0;0;0,997797;0,3703
"Feb 4; 07:00 am";0;50,001;49,999;0;0;1,00252;0,99676;0;12,9048;0;0;0;0;0,198676;1,09182;0,42843;0;0;998;103,1;99,0432;0,4875;1,4;0,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,974742;0,3703
"Feb 4; 08:00 am";0;50,001;49,999;0;0;0,992355;0,994189;0;22,3389;0;0;0;0;0,198883;1,09489;0,429636;0;0;998;112,344;88,1836;0,3875;2,3;0,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,924952;0,3703
"Feb 4; 09:00 am";inf;293;393;183,123;0,78255;0,969806;0,992775;0,720692;31,599;0,129439;-75,2256;29,5307;71,8576;5,12989;34,3541;13,4805;84,366;10,9203;998;122,465;78,1248;1,63125;2,4;2,1;215;-360,701;0;0;-0,37573;0;0;0;0;0,851736;0,37573
"Feb 4; 10:00 am";inf;293;393;101,674;1;0,930381;0,991915;1;40,6448;0,178951;-62,4199;27,8663;39,8969;5,07033;34,1142;13,3864;52,5816;9,40953;998;134,084;69,0147;2,18438;2,1;3,2;134;-359,033;0;0;-0,373993;0;1,34062;0;0;0,758762;0,373993
"Feb 4; 11:00 am";inf;293;393;349,325;1;0,875024;0,99097;1;48,3855;0,346184;-45,3059;89,9586;137,075;4,97926;34,4703;13,5262;206,402;71,4532;998;147,729;61,6701;3,025;2,3;4,9;526;24955,6;28,378;28,378;25,9954;0;0;0;71,4532;0,664116;2,3826
"Feb 4; 12:00 pm";inf;293;393;384,164;1;0,815997;0,990101;1;53,8991;0,287452;-23,9006;92,1761;150,746;4,90515;34,9844;13,7279;255,845;73,5431;998;163,54;56,8497;3,8;5,5;6,3;652;25825,5;29,3018;29,3018;26,9016;0;0;0;73,5431;0,589209;2,4002
"Feb 4; 01:00 pm";inf;293;393;419,318;1;0,789429;0,989737;1;55,8518;0,268817;1,20454;97,2992;164,54;4,82662;34,8529;13,6763;293,123;78,7963;998;180,817;55,2486;4,51875;4,7;7,8;747;28007,3;31,6191;31,6191;29,1743;0;0;0;78,7963;0,561336;2,44486
"Feb 4; 02:00 pm";inf;293;393;150,855;1;0,820209;0,99016;1;53,5646;0,18077;26,1482;36,385;59,1954;4,81102;34,548;13,5566;99,6696;18,0173;998;198,021;57,1462;4,58438;5,1;8,1;254;-369,301;0;0;-0,384689;0;18,0173;0;0;0,593916;0,384689
"Feb 4; 03:00 pm";0;50,001;49,999;0,671958;1;0,88033;0,991053;1;47,7817;0;47,2224;0,174107;0,263676;0,183971;0,893795;0,350725;0,3924;0;998;213,663;62,2141;5,26875;4,9;7,3;1;-355,488;0;0;-0,3703;0;0;0;0;0,671958;0,3703
"Feb 4; 04:00 pm";0;50,001;49,999;0,767709;1;0,934747;0,991999;1;39,8514;0;64,0339;0,211414;0,301249;0,185677;0,918526;0,360429;0,3924;0;998;227,126;69,7385;4,1;3,8;6,6;1;-355,488;0;0;-0,3703;0;0;0;0;0,767709;0,3703
"Feb 4; 05:00 pm";0;50,001;49,999;1,72088;0,672237;0,972869;0,992856;0,683548;30,6343;0;76,003;0,226837;0,675271;0,187588;0,940661;0,369116;0,7848;0;998;238,603;78,9658;3,6125;4,5;5,8;2;-355,488;0;0;-0,3703;0;0;0;0;0,860438;0,3703
"Feb 4; 06:00 pm";0;50,001;49,999;0;0;0,993945;0,994469;0;21,3603;0;0;0;0;0,189692;0,96791;0,379808;0;0;998;248,64;88,9908;3,10313;4,5;4,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,931309;0,3703
"Feb 4; 07:00 pm";0;50,001;49,999;0;0;1,00296;0,997017;0;11,9097;0;0;0;0;0,190611;0,984549;0,386337;0;0;998;257,861;100,008;2,9375;2,4;4,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,978474;0,3703
"Feb 4; 08:00 pm";0;50,001;49,999;0;0;1,00208;0,999299;0;2,83888;0;0;0;0;0,191747;1,00348;0,393766;0;0;998;266,925;111,515;2,35938;0,8;4;0;-355,488;0;0;-0,3703;0;0;0;0;0,998773;0,3703
"Feb 4; 09:00 pm";0;50,001;49,999;0;0;1,00324;0,998642;0;5,48361;0;0;0;0;0,192645;1,01389;0,39785;0;0;998;276,634;123,117;1,88125;1;3,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,995424;0,3703
"Feb 4; 10:00 pm";0;50,001;49,999;0;0;1,00265;0,99683;0;12,6365;0;0;0;0;0,193533;1,02333;0,401554;0;0;998;288,208;134,457;1,79375;1,8;3,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,975778;0,3703
"Feb 4; 11:00 pm";0;50,001;49,999;0;0;0,998151;0,99534;0;18,2377;0;0;0;0;0,194413;1,03539;0,406288;0;0;998;303,883;144,906;1,62812;1,4;2,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,949766;0,3703
"Feb 5; 12:00 am";0;50,001;49,999;0;0;0,99345;0,99438;0;21,6737;0;0;0;0;0,195283;1,04725;0,410939;0;0;998;327,646;153,076;1,22813;1;2,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,929302;0,3703
"Feb 5; 01:00 am";0;50,001;49,999;0;0;0,99162;0,994066;0;22,7647;0;0;0;0;0,196144;1,05872;0,415443;0;0;998;1,67901;156,218;0,828125;0,7;2;0;-355,488;0;0;-0,3703;0;0;0;0;0,922102;0,3703
"Feb 5; 02:00 am";0;50,001;49,999;0;0;0,993663;0,994418;0;21,5402;0;0;0;0;0,196997;1,06962;0,419719;0;0;998;34,968;152,462;0,19375;0,8;1,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,93016;0,3703
"Feb 5; 03:00 am";0;50,001;49,999;0;0;0,998523;0,995431;0;17,9059;0;0;0;0;0,19763;1,0773;0,422731;0;0;998;57,759;143,974;0,20625;3,5;1,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,951563;0,3703
"Feb 5; 04:00 am";0;50,001;49,999;0;0;1,00286;0,996949;0;12,1752;0;0;0;0;0,19805;1,08321;0,425053;0;0;998;72,8979;133,391;0,00625002;4,5;1,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,977507;0,3703
"Feb 5; 05:00 am";0;50,001;49,999;0;0;1,00304;0,998797;0;4,86264;0;0;0;0;0,198468;1,08918;0,427395;0;0;998;84,2143;121,995;-0,19375;3,2;0,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,996401;0,3703
"Feb 5; 06:00 am";0;50,001;49,999;0;0;1,00246;0,999122;0;3,55285;0;0;0;0;0,198676;1,09218;0,428573;0;0;998;93,8099;110,374;-0,45;3,5;0,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,998078;0,3703
"Feb 5; 07:00 am";0;50,001;49,999;0;0;1,00264;0,996823;0;12,6613;0;0;0;0;0,198883;1,09526;0,429779;0;0;998;102,847;98,872;-0,39375;4;0,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,975683;0,3703
"Feb 5; 08:00 am";0;50,001;49,999;0;0;0,992758;0,994258;0;22,0984;0;0;0;0;0,198883;1,09516;0,429741;0;0;998;112,105;88,0148;-0,2375;3,5;0,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,926539;0,3703
"Feb 5; 09:00 am";inf;293;393;257,016;0,79747;0,970568;0,992795;0,725678;31,3646;0,202829;-75,121;42,5634;100,853;5,05417;34,5377;13,5526;118,112;23,9566;998;122,24;77,9179;1,9375;2,9;3,5;301;-377,47;0;0;-0,393198;0;4,96745;0;0;0,853873;0,393198
"Feb 5; 10:00 am";inf;293;393;587,206;1;0,931788;0,991941;1;40,3931;0,471145;-62,2318;161,186;230,42;4,91568;34,9893;13,7298;302,54;142,54;998;133,878;68,7799;3,67812;3;6,1;771;50323,4;55,4094;55,4094;52,4202;0;0;9,45805;133,082;0,761616;2,98913
"Feb 5; 11:00 am";inf;293;393;583,464;1;0,877385;0,991007;1;48,1195;0,385321;-45,1421;150,666;228,951;4,80065;34,9543;13,7161;342,958;132,149;998;147,561;61,4054;4,94063;3,5;8,3;874;50032,4;55,0552;55,0552;52,1171;0;0;0;132,149;0,667579;2,9381
"Feb 5; 12:00 pm";inf;293;393;545,714;1;0,819543;0,990151;1;53,6179;0,313349;-23,811;131,514;214,138;4,70797;34,8733;13,6843;361,008;113,122;998;163,435;56,5592;5,1;4;10,1;920;42121,6;46,6295;46,6295;43,8767;0;0;0;113,122;0,593167;2,75279
"Feb 5; 01:00 pm";inf;293;393;447,278;1;0,793544;0,989793;1;55,5659;0,277153;1,1639;104,334;175,512;4,64691;34,8165;13,662;310,388;86,025;998;180,798;54,9453;5,75313;4,9;11,3;791;30997,3;34,7962;34,7962;32,2889;0;0;0;86,025;0,565459;2,50735
"Feb 5; 02:00 pm";inf;293;393;315,608;1;0,823577;0,990208;1;53,2916;0,280833;25,983;76,4384;123,845;4,62668;34,7262;13,6266;207,187;58,1851;998;198,09;56,8478;6,075;5,5;11,7;528;19847,5;22,4981;22,4981;20,6745;0;0;0;58,1851;0,597742;1,82366
"Feb 5; 03:00 pm";inf;293;393;537,456;1;0,882479;0,991087;1;47,5306;0,387845;46,9938;139,602;210,898;4,61155;35,2879;13,847;312,35;121,144;998;213,797;61,9344;6,14063;7,1;12;796;45429,2;50,1514;50,1514;47,3221;0;0;0;121,144;0,675196;2,82938
"Feb 5; 04:00 pm";inf;293;393;603,912;1;0,935986;0,992023;1;39,6195;0,481255;63,7902;166,532;236,975;4,62163;35,312;13,8564;307,642;148,054;998;227,302;69,483;6,09688;6;11,8;784;50298,6;55,4094;55,4094;52,3944;0;0;14,9718;133,082;0,770297;3,01495
"Feb 5; 05:00 pm";inf;293;393;515,662;0,691245;0,973515;0,992873;0,689808;30,423;0,222212;75,8722;70,5821;202,346;4,67228;35,0833;13,7667;234,655;52,1431;998;238,803;78,7342;5,8;4,9;10,8;598;17322,9;19,8202;19,8202;18,0447;0;0;0;52,1431;0,86231;1,77545
"Feb 5; 06:00 pm";0;50,001;49,999;146,431;0;0,994279;0,994531;0;21,1436;0;0;0;57,4594;0,178924;0,837922;0,3288;61,6068;0;998;248,856;88,8082;5,15938;4,9;9,3;157;-355,488;0;0;-0,3703;0;0;0;0;0,932679;0,3703
"Feb 5; 07:00 pm";0;50,001;49,999;0;0;1,00305;0,997074;0;11,6896;0;0;0;0;0,180975;0,857111;0,33633;0;0;998;258,094;99,8062;5,21875;4,9;8,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,97926;0,3703
"Feb 5; 08:00 pm";0;50,001;49,999;0;0;1,00194;0,999356;0;2,60908;0;0;0;0;0,183231;0,885984;0,34766;0;0;998;267,178;111,319;4,475;4,5;7,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,998963;0,3703
"Feb 5; 09:00 pm";0;50,001;49,999;0;0;1,00331;0,998582;0;5,72776;0;0;0;0;0,185193;0,911846;0,357808;0;0;998;276,914;122,92;3,90938;4;6,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,995007;0,3703
"Feb 5; 10:00 pm";0;50,001;49,999;0;0;1,00252;0,996762;0;12,8975;0;0;0;0;0,187114;0,936762;0,367586;0;0;998;288,521;134,247;3,73438;3,7;6;0;-355,488;0;0;-0,3703;0;0;0;0;0,974771;0,3703
"Feb 5; 11:00 pm";0;50,001;49,999;0;0;0,997828;0,995264;0;18,5161;0;0;0;0;0,188996;0,960433;0,376874;0;0;998;304,218;144,667;3,325;3,8;5,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,948234;0,3703
"Feb 6; 12:00 am";0;50,001;49,999;0;0;0,992982;0,994297;0;21,9628;0;0;0;0;0,190839;0,986279;0,387016;0;0;998;327,904;152,793;2,60313;2,9;4,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,927427;0,3703
"Feb 6; 01:00 am";0;50,001;49,999;0;0;0,991104;0,993981;0;23,0554;0;0;0;0;0,192645;1,00882;0,395859;0;0;998;1,61714;155,913;1,80312;3,5;3,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,920127;0,3703
"Feb 6; 02:00 am";0;50,001;49,999;0;0;0,993202;0,994336;0;21,8279;0;0;0;0;0,194631;1,03531;0,406258;0;0;998;34,6257;152,198;0,825;3,8;2,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,928305;0,3703
"Feb 6; 03:00 am";0;50,001;49,999;0;0;0,998206;0,995353;0;18,1894;0;0;0;0;0,196572;1,06166;0,416595;0;0;998;57,3797;143,762;0,159375;5,3;1,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,95003;0,3703
"Feb 6; 04:00 am";0;50,001;49,999;0;0;1,00274;0,996878;0;12,4498;0;0;0;0;0,19742;1,074;0,421436;0;0;998;72,5561;133,209;-0,1625;5,1;1,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,976485;0,3703
"Feb 6; 05:00 am";0;50,001;49,999;0;0;1,00313;0,998731;0;5,12572;0;0;0;0;0,198468;1,08921;0,427404;0;0;998;83,9113;121,826;-0,50625;3,5;0,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,996001;0,3703
"Feb 6; 06:00 am";0;50,001;49,999;0;0;1,00233;0,999184;0;3,30038;0;0;0;0;0,19909;1,09779;0,430773;0;0;998;93,5355;110,205;-0,884375;2,3;0,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,998341;0,3703
"Feb 6; 07:00 am";0;50,001;49,999;0;0;1,00275;0,996887;0;12,4164;0;0;0;0;0,199707;1,10606;0,434019;0;0;998;102,592;98,6953;-1,10625;1,6;0,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,976611;0,3703
"Feb 6; 08:00 am";0;50,001;49,999;0;0;0,993156;0,994328;0;21,8564;0;0;0;0;0,199912;1,10905;0,43519;0;0;998;111,865;87,8396;-1,20625;1,8;0,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,92812;0,3703
"Feb 6; 09:00 am";0;50,001;49,999;4,28003;0,812824;0,971322;0,992814;0,730802;31,1289;0,0574888;-75,0135;0,728128;1,67949;0,196785;1,06664;0,41855;1,962;0,112793;998;122,013;77,7058;0,1375;1,3;1,7;5;-355,488;0;0;-0,3703;0;0;0;0;0,856007;0,3703
"Feb 6; 10:00 am";0;50,001;49,999;37,4595;1;0,933187;0,991968;1;40,1393;0,504864;-62,038;10,2982;14,6991;0,192645;1,01487;0,398233;19,2276;9,70733;998;133,673;68,5398;1,4125;1,1;3,6;49;-355,488;0;0;-0,3703;0;0;0;0;0,76448;0,3703
"Feb 6; 11:00 am";inf;293;393;497,931;1;0,879734;0,991044;1;47,8506;0,379386;-44,9724;128,928;195,388;4,92624;34,5031;13,539;291,161;110,462;998;147,392;61,1355;3,0875;1,6;5,9;742;37239,9;41,4684;41,4684;38,7916;0;0;0;101,293;0,671066;2,67684
"Feb 6; 12:00 pm";inf;293;393;554,766;1;0,823071;0,990201;1;53,3329;0,317793;-23,7152;134,278;217,69;4,82662;34,6656;13,6028;364,54;115,848;998;163,331;56,2637;3,81563;2,4;7,8;929;43242,9;47,8233;47,8233;45,0447;0;0;0;115,848;0,597164;2,77859
"Feb 6; 01:00 pm";inf;293;393;539,447;1;0,797647;0,989849;1;55,275;0,290978;1,12935;126,491;211,679;4,749;34,6952;13,6144;371,603;108,128;998;180,783;54,6375;4,84688;3;9,3;947;40072,7;44,4485;44,4485;41,7424;0;0;0;108,128;0,569638;2,70611
"Feb 6; 02:00 pm";inf;293;393;563,131;1;0,826955;0,990256;1;53,0129;0,323052;25,8226;136,953;220,973;4,70286;34,6522;13,5975;367,286;118,653;998;198,164;56,5459;5,43437;2,6;10,2;936;44399,1;49,0544;49,0544;46,2491;0;0;0;118,653;0,601636;2,80537
"Feb 6; 03:00 pm";inf;293;393;615,401;1;0,884647;0,991122;1;47,2733;0,398407;46,7679;160,247;241,484;4,68755;35,0749;13,7634;355,907;141,796;998;213,938;61,6522;5,57813;4,3;10,5;907;50326,7;55,4094;55,4094;52,4237;0;0;8,71338;133,082;0,678502;2,9857
"Feb 6; 04:00 pm";inf;293;393;646,178;1;0,93724;0,992047;1;39,3813;0,487367;63,5475;178,43;253,56;4,69776;35,3045;13,8535;328,046;159,879;998;227,484;69,2259;5,45625;5,1;10,3;836;50242,9;55,4094;55,4094;52,3363;0;0;26,7968;133,082;0,77294;3,07302
"Feb 6; 05:00 pm";inf;293;393;588,535;0,710256;0,974169;0,992891;0,696058;30,206;0,243151;75,7415;83,5798;230,941;4,749;35,3083;13,855;267,224;64,9758;998;239,009;78,5016;5,00313;5,3;9,3;681;22685,6;25,5098;25,5098;23,6308;0;0;0;64,9758;0,864222;1,87901
"Feb 6; 06:00 pm";0;50,001;49,999;201,76;0;0,994615;0,994594;0;20,9211;0;0;0;79,1705;0,182734;0,886438;0,347838;84,7584;0;998;249,078;88,6216;4,51875;4,7;7,8;216;-355,488;0;0;-0,3703;0;0;0;0;0,934073;0,3703
"Feb 6; 07:00 pm";0;50,001;49,999;0;0;1,00313;0,997132;0;11,4638;0;0;0;0;0,184462;0,908163;0,356363;0;0;998;258,331;99,6041;4,52187;2,6;7,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,980051;0,3703
"Feb 6; 08:00 pm";0;50,001;49,999;0;0;1,0018;0,999414;0;2,37377;0;0;0;0;0,186159;0,922976;0,362176;0;0;998;267,436;111,123;4,13438;4,3;6,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,999142;0,3703
"Feb 6; 09:00 pm";0;50,001;49,999;0;0;1,00338;0,998519;0;5,97732;0;0;0;0;0,187825;0,946289;0,371324;0;0;998;277,199;122,722;3,74687;3,5;5,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,994563;0,3703
"Feb 6; 10:00 pm";0;50,001;49,999;0;0;1,00238;0,996693;0;13,1637;0;0;0;0;0,189461;0,970321;0,380754;0;0;998;288,84;134,035;3,125;2,3;5;0;-355,488;0;0;-0,3703;0;0;0;0;0,973723;0,3703
"Feb 6; 11:00 pm";0;50,001;49,999;0;0;0,997488;0,995186;0;18,7998;0;0;0;0;0,191067;0,994069;0,390072;0;0;998;304,559;144,426;2,81563;1,1;4,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,946651;0,3703
"Feb 7; 12:00 am";0;50,001;49,999;0;0;0,992493;0,994213;0;22,257;0;0;0;0;0,192645;1,0119;0,397069;0;0;998;328,168;152,506;2,35;1,8;3,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,925494;0,3703
"Feb 7; 01:00 am";0;50,001;49,999;0;0;0,990567;0,993895;0;23,3509;0;0;0;0;0,193533;1,02411;0,401859;0;0;998;1,56442;155,603;1,95;1,4;3,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,918095;0,3703
"Feb 7; 02:00 am";0;50,001;49,999;0;0;0,992723;0,994252;0;22,1194;0;0;0;0;0,194631;1,03891;0,407667;0;0;998;34,2912;151,928;1,7625;1;2,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,926401;0,3703
"Feb 7; 03:00 am";0;50,001;49,999;0;0;0,997875;0,995275;0;18,476;0;0;0;0;0,195499;1,04854;0,411447;0;0;998;57,0031;143,542;1,3625;2,3;2,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,948457;0,3703
"Feb 7; 04:00 am";0;50,001;49,999;0;0;1,00261;0,996806;0;12,7267;0;0;0;0;0,196144;1,05753;0,414977;0;0;998;72,2145;133,02;1,14063;1,9;2;0;-355,488;0;0;-0,3703;0;0;0;0;0,975432;0,3703
"Feb 7; 05:00 am";0;50,001;49,999;0;0;1,00321;0,998666;0;5,3906;0;0;0;0;0,196572;1,06411;0,417556;0;0;998;83,6076;121,65;1,175;0,8;1,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,995577;0,3703
"Feb 7; 06:00 am";0;50,001;49,999;0;0;1,0022;0,999247;0;3,04641;0;0;0;0;0,196785;1,0663;0,418417;0;0;998;93,26;110,031;1,54375;1,6;1,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,998587;0,3703
"Feb 7; 07:00 am";0;50,001;49,999;0;0;1,00286;0,99695;0;12,17;0;0;0;0;0,197209;1,07198;0,420646;0;0;998;102,336;98,5133;1,26563;1,6;1,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,977526;0,3703
"Feb 7; 08:00 am";0;50,001;49,999;0;0;0,993547;0,994397;0;21,6129;0;0;0;0;0,197209;1,07168;0,420528;0;0;998;111,623;87,6582;1,26563;2,4;1,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,929694;0,3703
"Feb 7; 09:00 am";inf;293;393;561,223;0,828606;0,97207;0,992834;0,736059;30,8918;0,309105;-74,9031;98,1076;220,224;5,01662;35,0799;13,7654;256,63;79,3256;998;121,786;77,4884;3,18437;3,2;4,2;654;20697,5;23,4524;23,4524;21,5599;0;0;0;60,3364;0,858139;1,89253
"Feb 7; 10:00 am";inf;293;393;615,417;1;0,934576;0,991995;1;39,8832;0,479062;-61,8388;169,444;241,49;4,88412;35,1612;13,7973;314,705;150,763;998;133,466;68,2945;4,35625;3,8;6,7;802;50286,2;55,4094;55,4094;52,3814;0;0;17,6808;133,082;0,767353;3,02793
"Feb 7; 11:00 am";inf;293;393;505,257;1;0,882068;0,991081;1;47,5788;0,383833;-44,7969;131,177;198,263;4,77994;34,6208;13,5852;293,908;112,811;998;147,224;60,8605;5,73125;2,4;8,7;749;41994,2;46,4939;46,4939;43,744;0;0;0;112,811;0,674575;2,74987
"Feb 7; 12:00 pm";inf;293;393;503,805;1;0,826579;0,99025;1;53,0441;0,316941;-23,6135;122,469;197,693;4,68755;34,5592;13,561;328,831;104,22;998;163,229;55,9633;6,59375;2,6;10,5;838;38471,3;42,7443;42,7443;40,0742;0;0;0;104,22;0,6012;2,67007
